zlaggableName,zlaggableSlug,cragSlug,cragName,countrySlug,countryName,areaSlug,areaName,sectorSlug,sectorName,category,difficulty,gradeIndex,totalAscents,totalRecommendedRate,averageRating,flashOnsightRate,userClimbed,userClimbedInfo,hasVlId,overhang,vertical,slab,roof,athletic,endurance,crimpy,cruxy,technical,sloper,sum,steepness,style
dagan,dagan,al-pra,al prà,italy,Italy,arco,arco,settore-a,settore a,0,6b,18,2,0.0,2.0,1.0,False,,True,0,0,0,0,0,0,0,1,0,0,1,,cruxy
dago,dago,nago,nago,italy,Italy,arco,arco,e-centrale-spleen,e - centrale / spleen,0,7b+,26,7,0.0,5.0,0.5714286,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dalla cina con furore,dalla-cina-con-furore,noriglio,noriglio,italy,Italy,arco,arco,unknown-sector-ec821,unknown sector,0,7a+,24,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dalla terra alla luna,dalla-terra-alla-luna,la-finestra,la finestra,italy,Italy,arco,arco,la-finestra,la finestra,0,7a,23,11,0.0,3.3333,0.454545468,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dall'albero,dallalbero,tassilandia,tassilandia,italy,Italy,arco,arco,unknown-sector-ad022,unknown sector,0,6c,21,3,0.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dalle stalle alle stelle,dalle-stalle-alle-stelle,nago,nago,italy,Italy,arco,arco,unknown-sector-3754c,unknown sector,0,7a+,24,1,0.0,1.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
daltanius,daltanius,padaro,padaro,italy,Italy,arco,arco,g-boschetto-mazinga,g - boschetto / mazinga,0,7c,27,9,0.0,2.5,0.222222224,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
damela tomela,damela-tomela,val-daone,val daone,italy,Italy,,,unknown-sector,unknown sector,0,6b,18,1,0.0,,1.0,False,,False,0,2,0,0,0,0,0,2,0,0,4,vertical,cruxy
damela tomela,damela-tomela,val-d-algone,val d'algone,italy,Italy,arco,arco,settore-a,settore a,0,6b,18,41,0.024390243,2.4286,0.804878,False,,True,0,2,0,0,0,0,0,2,0,0,4,vertical,cruxy
dammi la pozione,dammi-la-pozione-7dcf4-verrev,corte,corte,italy,Italy,arco,arco,arco,unknown sector,0,7a+,24,2,0.0,4.0,0.5,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
daniel,daniel,noriglio,noriglio,italy,Italy,arco,arco,sektor-b-relax,sektor b - relax,0,6a,16,3,0.0,,0.333333343,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dantoo,dantoo,serrada,serrada,italy,Italy,arco,arco,unknown-sector,unknown sector,0,5c,14,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
danza macabra,danza-macabra,la-gola,la gola,italy,Italy,arco,arco,la-casa-del-piacere,la casa del piacere,0,7a+,24,108,0.120370373,4.2143,0.388888866,False,,True,5,0,0,0,3,6,0,1,0,0,15,overhang,"athletic,endurance,cruxy"
danza occitana,danza-occitana,corte,corte,italy,Italy,arco,arco,salto-della-strega,salto della strega,0,7a+,24,13,0.230769232,4.4545,0.307692319,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
danza per emilio,danza-per-emilio,val-lomasone,val lomasone,italy,Italy,arco,arco,nuova,nuova,0,6c+,22,1,0.0,4.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
daphne ,daphne,sport-roccia-86-10742-verrev,sport roccia 86,italy,Italy,arco,arco,sport-roccia-86,sport roccia 86,0,7b,25,1,1.0,4.0,0.0,False,,False,0,1,0,0,0,0,0,1,0,0,2,vertical,cruxy
dark side of my life,dark-side-of-my-life,pezzent-area,pezzent area,italy,Italy,arco,arco,pezzent-area,pezzent area,0,7b,25,1,1.0,5.0,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
darkman,darkman,bassiano,bassiano,italy,Italy,rome,rome,scoglio-dellaraguna,scoglio dell'araguna,0,5b,12,7,0.0,1.0,0.5714286,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
darkman,darkman,valgua,valgua,italy,Italy,arco,arco,valguasia,valguasia,0,7b,25,3,0.0,2.0,0.333333343,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
darth maul,darth-maul,massi-delle-traole,massi delle traole,italy,Italy,arco,arco,settore-f,settore f,0,5a,11,2,0.0,,1.0,False,,True,0,0,1,0,0,0,0,0,1,0,2,slab,technical
darth vader,darth-vader,massi-delle-traole,massi delle traole,italy,Italy,arco,arco,settore-f,settore f,0,5b,12,1,0.0,,0.0,False,,True,0,0,1,0,0,0,0,0,1,0,2,slab,technical
das glassperlenspiegel,das-glassperlenspiegel,nago,nago,italy,Italy,arco,arco,h-i-ciclopi,h - i ciclopi,0,6c,21,10,0.1,4.0,0.6,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dasy lou,dasy-lou,ceniga,ceniga,italy,Italy,arco,arco,ceniga,ceniga,0,7b,25,1,0.0,5.0,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
datti all'ippica,datti-allippica,corte,corte,italy,Italy,arco,arco,salto-della-strega,salto della strega,0,5b,12,3,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dd,dd,giardino-di-nato,giardino di nato,italy,Italy,arco,arco,arco,unknown sector,0,7b,25,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
ddt,ddt,predore,predore,italy,Italy,,,formichine,formichine,0,6a,16,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
ddt,ddt,san-siro,san siro,italy,Italy,arco,arco,settore-a,settore a,0,7c+,28,2,0.0,3.0,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
de puta madre,de-puta-madre,piccola-dallas,piccola dallas,italy,Italy,arco,arco,settore-a,settore a,0,7b,25,24,0.125,4.8,0.375,False,,True,4,1,0,0,3,4,0,1,0,0,13,"overhang,vertical","athletic,endurance,cruxy"
dead can dance,dead-can-dance,giardino-delle-occasioni-perdute,giardino delle occasioni perdute,italy,Italy,arco,arco,giardino-delle-occasioni-perdute,giardino delle occasioni perdute,0,6c,21,7,0.0,3.0,0.5714286,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dead candance,dead-candance,giardino-delle-occasioni-perdute,giardino delle occasioni perdute,italy,Italy,arco,arco,fraveggio,fraveggio,0,6c,21,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dead or alive,dead-or-alive,fattoria-degli-struzzi,fattoria degli struzzi,italy,Italy,arco,arco,settore-a,settore a,0,7c,27,9,0.0,4.4,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
deasy,deasy,massone,massone,italy,Italy,arco,arco,settore-b,settore b,0,6c,21,50,0.04,3.7692,0.58,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
deasy+c'è qualcuno...,deasy+ce-qualcuno,massone,massone,italy,Italy,arco,arco,unknown-sector-efb11,unknown sector,0,7a,23,1,0.0,5.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dee e socia,dee-e-socia,nago,nago,italy,Italy,arco,arco,basso,basso,0,7b+,26,24,0.0416666679,4.1,0.125,False,,False,0,1,0,0,0,0,0,1,0,0,2,vertical,cruxy
deez,deez,pizarra,pizarra,italy,Italy,arco,arco,pizarra,pizarra,0,6c+,22,2,0.0,5.0,1.0,False,,True,1,1,0,0,1,0,1,0,0,0,4,"overhang,vertical","athletic,crimpy"
deggiavù,deggiavu,il-bersaglio,il bersaglio,italy,Italy,arco,arco,settore-a,settore a,0,6a+,17,1,0.0,5.0,0.0,False,,True,0,1,0,0,0,0,1,0,0,0,2,vertical,crimpy
deja vu,deja-vu,valgrisenche,valgrisenche,italy,Italy,,,miollet,miollet,0,7a,23,28,0.142857149,4.3529,0.5,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dejá vu,deja-vu,la-vela-tn,la vela,italy,Italy,trentino,trentino,b,unknown sector,0,7b+,26,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
deja vu,deja-vu,pian-bernardo,pian bernardo,italy,Italy,,,unknown-sector-d4c43,unknown sector,0,8a+,30,4,0.25,5.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
deja vu,deja-vu,val-rosandra,val rosandra,italy,Italy,,,giardini-dinverno,giardini d'inverno,0,6a,16,9,0.0,2.5,0.444444448,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
déjà vu,deja-vu,val-d-algone,val d'algone,italy,Italy,arco,arco,settore-b,settore b,0,6b+,19,7,0.0,3.6667,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dejà vu,deja-vu,frosolone,frosolone,italy,Italy,,,blocco-n,blocco n,0,7a,23,3,0.0,3.0,0.333333343,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
delirium tremens,delirium-tremens,gravere,gravere,italy,Italy,,,gravere-dx,gravere dx,0,7c,27,83,0.04819277,3.3902,0.132530123,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
delirio tremens,delirium-tremens,coltura,coltura,italy,Italy,arco,arco,patagonia,patagonia,0,8a,29,8,0.125,3.5,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
delta,delta,comano,comano,italy,Italy,arco,arco,comano,comano,0,6b+,19,124,0.137096778,4.25,0.6693548,False,,True,3,6,0,0,1,8,8,1,2,0,29,"overhang,vertical","athletic,endurance,crimpy,cruxy,technical"
delusione,delusione,nomesino,nomesino,italy,Italy,arco,arco,unknown-sector-7358c,unknown sector,0,7c+,28,1,0.0,5.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
delusione,delusione,valle-dei-mulini,valle dei mulini,italy,Italy,,,unknown-sector-60811,unknown sector,0,7a+,24,6,0.0,2.25,0.5,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
demoni e fate,demoni-e-fate,val-lomasone,val lomasone,italy,Italy,arco,arco,settore-b,settore b,0,8a,29,3,0.0,4.0,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dentro e fuori,dentro-e-fuori,noriglio,noriglio,italy,Italy,arco,arco,sektor-c-heidi-e-il-contadino,sektor c - heidi e il contadino,0,6a,16,5,0.0,2.0,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
depense,depense,terlago,terlago,italy,Italy,arco,arco,settore-b-fea9b,settore b,0,6b,18,11,0.09090909,3.2857,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
der blauer ritter,der-blauer-ritter,padaro,padaro,italy,Italy,arco,arco,unknown-sector-bc40b,unknown sector,0,6b,18,1,1.0,3.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
der sonne entgegen,der-sonne-entgegen,nago,nago,italy,Italy,arco,arco,b-mangusta,b - mangusta,0,7c,27,22,0.13636364,3.7778,0.363636374,False,,True,2,0,0,0,0,1,0,1,0,0,4,overhang,"endurance,cruxy"
derubata,derubata,val-lomasone,val lomasone,italy,Italy,arco,arco,settore-a,settore a,0,6a+,17,22,0.0454545468,2.0,0.8636364,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
desi lou,desi-lou,ceniga,ceniga,italy,Italy,arco,arco,unknown-sector,unknown sector,0,7b,25,5,0.2,3.6667,0.8,False,,False,0,1,0,0,0,1,2,0,0,0,4,vertical,"endurance,crimpy"
desideri,desideri,masone,masone,italy,Italy,,,comer-see,comer see,0,7a+,24,7,0.142857149,3.75,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
desideri,desideri,massone,massone,italy,Italy,arco,arco,unknown-sector-efb11,unknown sector,0,7b,25,1,0.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
desirée,desiree,massone,massone,italy,Italy,arco,arco,settore-b,settore b,0,7b,25,152,0.02631579,3.5373,0.4013158,False,,True,2,0,0,0,2,1,0,0,0,0,5,overhang,"athletic,endurance"
n.n. (desno od 6c+),desno-od-6c+,nago,nago,italy,Italy,arco,arco,unknown-sector-3754c,unknown sector,0,6b,18,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
destinatione ...,destinatione,massone,massone,italy,Italy,arco,arco,unknown-sector-efb11,unknown sector,0,8a,29,1,0.0,3.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
destinazione arena,destinazione-arena,massone,massone,italy,Italy,arco,arco,settore-c,settore c,0,7c+,28,10,0.0,3.6,0.0,False,,True,1,0,0,1,0,0,0,2,0,0,4,"overhang,roof",cruxy
destino fatale,destino-fatale,la-gola,la gola,italy,Italy,arco,arco,la-casa-del-piacere,la casa del piacere,0,8a,29,12,0.0833333358,4.125,0.166666672,False,,True,1,0,0,0,0,1,0,1,0,0,3,overhang,"endurance,cruxy"
deutsche schaffen,deutsche-schaffen,valgua,valgua,italy,Italy,arco,arco,unknown-sector,unknown sector,0,7c,27,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
deutsche schlafen,deutsche-schlafen,valgua,valgua,italy,Italy,arco,arco,boludolandia,boludolandia,0,7c,27,1,0.0,5.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
devaux,devaux,terlago,terlago,italy,Italy,arco,arco,settore-c,settore c,0,7a,23,1,0.0,3.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
di qua di e di là,di-qua-e-di-la,babilonia,babilonia,italy,Italy,arco,arco,babilonia,babilonia,0,6c+,22,4,0.0,4.3333,0.5,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
di sole e di azzurro,di-sole-e-di-azzurro,valgua,valgua,italy,Italy,arco,arco,torre-di-valguasia,torre di valguasia,0,6a+,17,2,0.0,1.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diabolik,diabolik,domusnovas,domusnovas,italy,Italy,sardinia,sardinia,cartoonia,cartoonia,0,6c+,22,2,0.5,5.0,0.5,False,,False,0,1,1,0,0,0,0,0,1,0,3,"vertical,slab",technical
diabolik,diabolik,bismantova,bismantova,italy,Italy,,,moby-dick,moby dick,0,7b,25,8,0.0,1.0,0.125,False,,False,0,1,1,0,0,0,0,0,1,0,3,"vertical,slab",technical
diabolik,diabolik,val-lomasone,val lomasone,italy,Italy,arco,arco,roccia-dei-folletti,roccia dei folletti,0,6c+,22,20,0.0,3.75,0.700000048,False,,True,0,1,1,0,0,0,0,0,1,0,3,"vertical,slab",technical
diabolik,diabolik,chianocco,chianocco,italy,Italy,,,los-area,los area,0,7c,27,3,0.0,4.0,0.0,False,,False,0,1,1,0,0,0,0,0,1,0,3,"vertical,slab",technical
diabolik,diabolik,los-area,los area,italy,Italy,,,unknown-sector-6e46e,unknown sector,0,7c,27,16,0.0,2.7273,0.0,False,,False,0,1,1,0,0,0,0,0,1,0,3,"vertical,slab",technical
diaframma,diaframma,la-panoramica,la panoramica,italy,Italy,arco,arco,la-panoramica,la panoramica,0,6b,18,28,0.0,3.3571,0.821428537,False,,True,0,1,0,0,0,0,2,1,1,0,5,vertical,"crimpy,cruxy,technical"
diaframma,diaframma,cavedine,cavedine,italy,Italy,arco,arco,cavedine,cavedine,0,7a,23,11,0.0,3.6667,0.6363636,False,,True,0,1,0,0,0,0,2,1,1,0,5,vertical,"crimpy,cruxy,technical"
diagonale,diagonale,sass-dlacia,sass dlacia,italy,Italy,,,unknown-sector-07ba9,sector b,0,7c,27,3,0.0,,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diagonale,diagonale,val-lomasone,val lomasone,italy,Italy,arco,arco,settore-b,settore b,0,6b,18,9,0.0,3.0,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diaol can,diaolo-can,ottava-meraviglia,ottava meraviglia,italy,Italy,arco,arco,ottava-meraviglia,ottava meraviglia,0,8a,29,6,0.0,4.5,0.166666672,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diapason,diapason,noriglio,noriglio,italy,Italy,arco,arco,settore-c,settore c,0,6a+,17,9,0.0,2.25,0.6666667,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diavola,diavola,la-pizzeria,la pizzeria,italy,Italy,arco,arco,la-pizzeria,la pizzeria,0,7c+,28,12,0.0,4.0,0.25,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diavolino,diavolino,san-siro,san siro,italy,Italy,arco,arco,settore-b,settore b,0,8a+,30,4,0.25,5.0,0.25,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diculescu,diculescu,belvedere,belvedere,italy,Italy,arco,arco,unknown-sector-e496a,unknown sector,0,6b,18,3,0.0,,0.333333343,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
didiedro,didiedro,red-point-wall,red point wall,italy,Italy,arco,arco,arco,unknown sector,0,6b,18,1,0.0,5.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
didiedro o davandi? diedro diedro!,didiedro-o-davandi-diedro-diedro,red-point-wall,red point wall,italy,Italy,arco,arco,settore-b,settore b,0,6b,18,40,0.125,3.5,0.924999952,False,,True,0,1,0,0,0,1,0,0,1,0,3,vertical,"endurance,technical"
didiedro o davanti ?,didiedro-o-davanti,red-point-wall,red point wall,italy,Italy,arco,arco,arco,unknown sector,0,6b,18,1,0.0,1.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
die hard,die-hard,piccola-dallas,piccola dallas,italy,Italy,arco,arco,settore-c,settore c,0,7a,23,39,0.102564104,4.2692,0.6923077,False,,True,0,5,0,0,2,1,0,4,2,1,15,vertical,"athletic,endurance,cruxy,technical,sloper"
die hard,die-hard,ferentillo,ferentillo,italy,Italy,rome,rome,gabbio,gabbio,0,8c,33,1,0.0,5.0,0.0,False,,False,0,5,0,0,2,1,0,4,2,1,15,vertical,"athletic,endurance,cruxy,technical,sloper"
die volle windel von alfons,die-volle-windel-von-alfons,ottava-meraviglia,ottava meraviglia,italy,Italy,arco,arco,unknown-sector-88a4c,unknown sector,0,7b+,26,2,0.0,5.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedricamente,diedricamente,camerette,camerette,italy,Italy,arco,arco,camerette,camerette,0,6b,18,2,0.0,5.0,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedrin voll,diedrin-voll,bassilandia,bassilandia,italy,Italy,arco,arco,settore-c,settore c,0,7b+,26,18,0.0,3.8462,0.5,False,,True,1,1,0,0,0,1,0,0,1,0,4,"overhang,vertical","endurance,technical"
diedriolo,diedriolo,val-d-algone,val d'algone,italy,Italy,arco,arco,unknown-sector-96068,unknown sector,0,6c+,22,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,bismantova,bismantova,italy,Italy,,,vecchie-gare,vecchie gare,0,6a,16,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,collepardo,collepardo,italy,Italy,,,unknown-sector,unknown sector,0,6c,21,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,red-point-wall,red point wall,italy,Italy,arco,arco,arco,unknown sector,0,6b,18,1,0.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,farenzena,farenzena,italy,Italy,,,unknown-sector,unknown sector,0,6a,16,1,0.0,5.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,muzzerone,muzzerone,italy,Italy,genua,genua,unknown-sector,unknown sector,0,5b,12,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,lumignano,lumignano,italy,Italy,verona,verona,unknown-sector,unknown sector,0,6b,18,1,0.0,5.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,campione,campione,italy,Italy,,,unknown-sector,unknown sector,0,6c,21,1,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,sistiana,sistiana,italy,Italy,,,unknown-sector-04c4f,panza del mus & pilastro del mitra & pilastro nascosto,0,3a,3,1,0.0,,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,garda,garda,italy,Italy,,,garda-alta,garda alta,0,5b,12,2,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,trento,trento,italy,Italy,,,vela,vela,0,6b,18,2,0.5,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,badolo,badolo,italy,Italy,,,unknown-sector,unknown sector,0,6a+,17,4,0.0,3.0,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,fosso-delleremo,fosso dell'eremo,italy,Italy,,,muro-giallo,muro giallo,0,6c+,22,15,0.0,2.8333,0.4,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,val-rosandra,val rosandra,italy,Italy,,,zgurenc,zgurenc,0,6c,21,1,0.0,5.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,val-rosandra,val rosandra,italy,Italy,,,stena-pod-jezerom,stena pod jezerom,0,5b,12,1,0.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,val-rosandra,val rosandra,italy,Italy,,,unknown-sector-a8337,unknown sector,0,3a,3,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,val-rosandra,val rosandra,italy,Italy,,,dolina,dolina,0,6b,18,1,0.0,4.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,sasso-remenno,sasso remenno,italy,Italy,,,ovest,ovest,0,3a,3,3,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,chiavolino,chiavolino,italy,Italy,,,alto,alto,0,5a,11,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,predore,predore,italy,Italy,,,vecchio,vecchio,0,6a,16,1,0.0,1.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,cava,cava,italy,Italy,,,unknown-sector,unknown sector,0,6b+,19,2,0.0,5.0,0.5,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,valle-dellorco,valle dell'orco,italy,Italy,,,torre-di-aimonin,torre di aimonin,0,5c,14,1,0.0,5.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro,diedro,penia-di-canazei,penia di canazei,italy,Italy,,,unknown-sector,unknown sector,0,5b,12,4,0.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro 84,diedro-84,croz-de-le-niere,croz de le niere,italy,Italy,arco,arco,la-formica,la formica,0,4c,9,2,0.0,,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedro andante,diedro-andante,nago,nago,italy,Italy,arco,arco,unknown-sector-3754c,unknown sector,0,6c,21,4,0.0,3.5,0.75,False,,False,0,0,0,0,1,0,0,0,0,0,1,,athletic
diedro armani,diedro-armani,la-gola,la gola,italy,Italy,arco,arco,il-tornante,il tornante,0,6a,16,35,0.0,3.7692,0.942857146,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedro dei capaci,diedro-dei-capaci,col-del-frate-e5649-verrev,col del frate,italy,Italy,arco,arco,settore-a,settore a,0,6b,18,1,0.0,,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro del preliminare l1,diedro-del-preliminare-l1,valgua,valgua,italy,Italy,arco,arco,prua,prua,0,6a+,17,2,0.0,2.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro del preliminare l2,diedro-del-preliminare-l2,valgua,valgua,italy,Italy,arco,arco,prua,prua,0,6b,18,2,0.0,4.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro rosy,diedro-rosy,finale-ampola,finale ampola,italy,Italy,arco,arco,settore-a,settore a,0,5c,14,1,0.0,3.0,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedro rotto,diedro-rotto,val-lomasone,val lomasone,italy,Italy,arco,arco,settore-b,settore b,0,6b,18,19,0.105263159,3.125,0.7894737,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedro rotto (1.sl),diedro-rotto-1-sl,val-lomasone,val lomasone,italy,Italy,arco,arco,unknown-sector,unknown sector,0,6b,18,2,0.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro rotto l2,diedro-rotto-l2,val-lomasone,val lomasone,italy,Italy,arco,arco,unknown-sector,unknown sector,0,7c,27,4,0.0,4.3333,0.5,False,,False,0,0,0,0,0,0,0,1,0,0,1,,cruxy
diedro senza nome,diedro-senza-nome,la-gola,la gola,italy,Italy,arco,arco,unknown-sector-01e2d,unknown sector,0,6b+,19,1,1.0,3.0,1.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
diedro turri,diedro-turri,la-gola,la gola,italy,Italy,arco,arco,il-tornante,il tornante,0,6b,18,18,0.0,4.2222,0.9444444,False,,True,0,2,0,0,0,2,0,0,2,0,6,vertical,"endurance,technical"
diedrolo,diedrolo,val-d-algone,val d'algone,italy,Italy,arco,arco,settore-b,settore b,0,6c+,22,7,0.0,3.6667,0.857142866,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diedron,diedron,maso-limaro,maso limarò,italy,Italy,arco,arco,unknown-sector,unknown sector,0,5b,12,1,0.0,,1.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diesel,diesel,giardino-di-nato,giardino di nato,italy,Italy,arco,arco,giardino-di-nato,giardino di nato,0,6b,18,4,0.0,5.0,0.5,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dilettanti allo sbaraglio,dilettanti-allo-sbaraglio,galbiate,galbiate,italy,Italy,milano,milano,orecchia,orecchia,0,6c,21,34,0.0294117648,3.2778,0.4117647,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
dilettanti allo sbaraglio,dilettanti-allo-sbaraglio,la-gola,la gola,italy,Italy,arco,arco,il-tornante,il tornante,0,7a,23,14,0.0,2.75,0.357142866,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
dino snorksauro,dino-snorksauro,nago,nago,italy,Italy,arco,arco,b-mangusta,b - mangusta,0,7b+,26,2,0.5,4.0,0.0,False,,True,0,1,0,0,0,0,1,1,0,0,3,vertical,"crimpy,cruxy"
diorite nelle dita,diorite-nelle-dita,padaro,padaro,italy,Italy,arco,arco,g-boschetto-mazinga,g - boschetto / mazinga,0,7a+,24,7,0.0,1.5,0.2857143,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
diretta italo-spagnola,diretta-italo-spagnola,bus-de-la-stria,bus de la stria,italy,Italy,arco,arco,pulivapor,pulivapor,0,8b,31,1,0.0,5.0,0.0,False,,True,0,0,0,0,0,0,0,0,0,0,0,,
...dirette,dirette,massone,massone,italy,Italy,arco,arco,unknown-sector-efb11,unknown sector,0,7b+,26,2,0.0,,0.0,False,,False,0,0,0,0,0,0,0,0,0,0,0,,
discopettomane,discopettomane,la-gola,la gola,italy,Italy,arco,arco,unknown-sector-01e2d,unknown sector,0,7a+,24,3,0.0,4.5,1.0,False,,False,0,1,1,0,0,0,0,0,1,0,3,"vertical,slab",technical
disneland,disneland,massone,massone,italy,Italy,arco,arco,abissi-20c61,abissi,0,7c,27,122,0.0163934417,3.6571,0.286885262,False,,True,1,0,0,0,1,0,0,0,0,0,2,overhang,athletic
