difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness,zlaggableName,grade_dev,soft_sum,hard_sum,amount_ascents,grade_dev_name,dev,soft_dev,hard_dev
7b,25,31605,la-campana-faaf1-verrev,La Campana,31600,1,0,0,1,0,0,0,0,1,0,settore-b,the-crow,0.5,"athletic, cruxy",1.0,overhang,The Crow,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
8a,29,31753,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,cren,0.4285714285714285,cruxy,1.0,vertical,Cren,28.0,7.0,0.0,22.0,7c+,-1.0,0.3181818181818182,0.0
8a,29,31754,limarock,Limarock,31753,0,0,1,1,0,0,1,0,0,0,limarock,gollum,0.375,"crimpy, cruxy",1.0,vertical,Gollum,29.0,2.0,1.0,15.0,8a,0.0,0.13333333333333333,0.06666666666666667
6c+,22,31755,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,omar,1.0,cruxy,1.0,vertical,Omar,22.0,0.0,1.0,12.0,6c+,0.0,0.0,0.08333333333333333
8a,29,31756,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,attwenger-sun,0.4285714285714286,cruxy,1.0,vertical,Attwenger Sun,29.0,1.0,1.0,11.0,8a,0.0,0.09090909090909091,0.09090909090909091
7a+,24,31757,limarock,Limarock,31753,1,1,0,1,1,0,1,0,0,0,limarock,moka,0.25,"athletic, endurance, cruxy, sloper",1.0,vertical,Moka,25.0,0.0,4.0,10.0,7b,1.0,0.0,0.4
6b,18,31758,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,acacia,0.4285714285714285,cruxy,1.0,vertical,Acacia,18.0,0.0,0.0,4.0,6b,0.0,0.0,0.0
6c,21,31759,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,acacia,0.4285714285714285,cruxy,1.0,vertical,Acacia,21.0,0.0,0.0,3.0,6c,0.0,0.0,0.0
7b+,26,31760,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,helter-skelter,0.4285714285714285,cruxy,1.0,vertical,Helter Skelter,26.0,0.0,0.0,2.0,7b+,0.0,0.0,0.0
8a,29,31761,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,unknown-route-cb630,0.4285714285714285,cruxy,1.0,vertical,N.N.,29.0,0.0,0.0,2.0,8a,0.0,0.0,0.0
6c+,22,31762,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,mescalito,0.4285714285714285,cruxy,1.0,vertical,Mescalito,22.0,0.0,0.0,2.0,6c+,0.0,0.0,0.0
7c+,28,31763,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,pop-quiz,0.4285714285714285,cruxy,1.0,vertical,Pop Quiz,28.0,0.0,0.0,2.0,7c+,0.0,0.0,0.0
8a+,30,31764,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,reel-smeagle,0.4285714285714285,cruxy,1.0,vertical,Reel Smeagle,30.0,0.0,0.0,3.0,8a+,0.0,0.0,0.0
6b,18,31765,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,moka,0.4285714285714285,cruxy,1.0,vertical,Moka,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
6a,16,31766,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,aciaia,0.4285714285714285,cruxy,1.0,vertical,Aciaia,17.0,0.0,1.0,1.0,6a+,1.0,0.0,1.0
7b+,26,31767,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,unknown-route,0.4285714285714285,cruxy,1.0,vertical,N.N.,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
7c,27,31768,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,mobbing,0.4285714285714285,cruxy,1.0,vertical,Mobbing,28.0,0.0,1.0,1.0,7c+,1.0,0.0,1.0
8a,29,31769,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,reel-gollum,1.0,cruxy,1.0,vertical,Reel Gollum,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
8b+,32,31770,limarock,Limarock,31759,0,0,0,1,0,0,1,0,0,0,unknown-sector-6190e,spigolo,0.4285714285714285,cruxy,1.0,vertical,Spigolo,32.0,0.0,0.0,1.0,8b+,0.0,0.0,0.0
7b+,26,31771,limarock,Limarock,31753,0,0,0,1,0,0,1,0,0,0,limarock,bella-mossa,0.4285714285714285,cruxy,1.0,vertical,Bella Mossa,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
5a,11,32743,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,tony-il-telefonista,0.0, ,0.0, ,Tony il telefonista,11.0,0.0,0.0,11.0,5a+,0.0,0.0,0.0
5a,11,32744,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,norex,0.0, ,0.0, ,Norex,11.0,0.0,0.0,9.0,5a+,0.0,0.0,0.0
4a,6,32745,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,kuki,0.0, ,0.0, ,Kuki,6.0,0.0,0.0,3.0,4,0.0,0.0,0.0
4b,7,32746,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,pritt,0.0, ,0.0, ,Pritt,7.0,0.0,0.0,2.0,4,0.0,0.0,0.0
4c,9,32747,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,cesira,0.0, ,0.0, ,Cesira,9.0,0.0,0.0,2.0,5,0.0,0.0,0.0
4c,9,32748,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,scivolo,0.0, ,0.0, ,Scivolo,9.0,0.0,0.0,2.0,5,0.0,0.0,0.0
5a,11,32749,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,toni-il-telefonista,0.0, ,0.0, ,Toni il telefonista,11.0,0.0,0.0,1.0,5a+,0.0,0.0,0.0
5a,11,32750,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,novex,0.0, ,0.0, ,Novex,11.0,0.0,0.0,1.0,5a+,0.0,0.0,0.0
4b,7,32751,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,ohne-namen,0.0, ,0.0, ,N.N.,7.0,0.0,0.0,1.0,4,0.0,0.0,0.0
5c,14,32752,corno-di-bo,Corno di Bò,32743,0,0,0,0,0,0,0,0,0,0,unknown-sector,unknown-route,0.0, ,0.0, ,N.N.,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
6a,16,32796,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,no-name,0.5,"cruxy, technical",0.5,roof,N.N.,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
8a,29,32797,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,electric-budda,0.5,"cruxy, technical",0.5,roof,electric budda,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
7c,27,32798,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,san-valentino,0.5,"endurance, technical",0.6,roof,San Valentino,26.0,1.0,0.0,1.0,7b+,-1.0,1.0,0.0
6a+,17,32799,san-siro,San Siro,32799,0,0,0,0,0,1,1,0,0,0,san-siro,gedeon,0.33333333333333337,technical,0.389,vertical,Gedeon,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
6b,18,32800,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,rock-story-sl3,0.5,"cruxy, technical",0.5,roof,Rock Story SL3,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
7a+,24,32801,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,dach-neben-regan-boia,0.5,"cruxy, technical",0.5,roof,Dach neben Regan Boia,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
8a+,30,32802,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,leccezionale,0.5,"cruxy, technical",0.5,roof,L'eccezionale,30.0,0.0,0.0,1.0,8a+,0.0,0.0,0.0
8a,29,32803,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,tempesta-nel-deserto,0.5,"cruxy, technical",0.5,roof,Tempesta nel deserto,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
7a,23,32804,san-siro,San Siro,32796,0,0,0,1,0,1,0,1,0,0,unknown-sector-810d1,orientale,0.5,"cruxy, technical",1.0,slab,Orientale,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
7c+,28,32805,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,ddt,0.375,"cruxy, technical",0.7140000000000001,vertical,DDT,29.0,0.0,1.0,2.0,8a,1.0,0.0,0.5
6b+,19,32806,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,zizomat-sl1,0.5,"cruxy, technical",0.5,roof,Zizomat SL1,18.0,1.0,0.0,2.0,6b,-1.0,0.5,0.0
6b+,19,32807,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,rock-story-sl1,0.5,"cruxy, technical",0.5,roof,Rock Story SL1,19.0,0.0,0.0,2.0,6b+,0.0,0.0,0.0
8a+,30,32808,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,fukushima,0.375,"cruxy, technical",0.7140000000000001,vertical,Fukushima,30.0,0.0,0.0,2.0,8a+,0.0,0.0,0.0
6b+,19,32809,san-siro,San Siro,32809,0,0,0,0,0,1,1,0,0,0,zentraler-sektor,picnic-at-hanging-rock,0.33333333333333337,technical,0.389,vertical,Picnic at Hanging Rock,19.0,0.0,0.0,2.0,6b+,0.0,0.0,0.0
6a,16,32810,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,castaglia,0.5,"endurance, technical",0.6,roof,Castaglia,16.0,0.0,0.0,2.0,6a,0.0,0.0,0.0
6b+,19,32811,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,zizomat-p2,0.5,"cruxy, technical",0.5,roof,"Zizomat, P2",18.0,1.0,0.0,2.0,6b,-1.0,0.5,0.0
7b+,26,32812,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,einm,0.5,"cruxy, technical",0.5,roof,Einm...,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
8a,29,32813,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,links,0.5,"cruxy, technical",0.5,roof,Links?,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
8a+,30,32814,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,xanadu,0.2862862862862863,technical,0.4545454545454546,slab,Xanadu,30.0,0.0,0.0,1.0,8a+,0.0,0.0,0.0
8a+,30,32815,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,lessenziale,0.2862862862862863,technical,0.4545454545454546,slab,L'Essenziale,30.0,0.0,0.0,1.0,8a+,0.0,0.0,0.0
6c,21,32816,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,rechts-von-regan,0.5,"cruxy, technical",0.5,roof,rechts von Regan,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6c+,22,32817,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,ragan-boia,0.5,"cruxy, technical",0.5,roof,Ragan Boia,22.0,0.0,0.0,1.0,6c+,0.0,0.0,0.0
7a,23,32819,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,name,0.5,"cruxy, technical",0.5,roof,N.N.,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
7b,25,32820,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,iatifah,0.375,"cruxy, technical",0.7140000000000001,vertical,Iatifah,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
7c+,28,32821,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,little-atlantic-city,0.5,"cruxy, technical",0.5,roof,Little Atlantic City,27.0,1.0,0.0,1.0,7c,-1.0,1.0,0.0
6c+,22,32825,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,la-monella,0.2862862862862863,technical,0.4545454545454546,slab,La Monella,22.0,0.0,1.0,9.0,6c+,0.0,0.0,0.1111111111111111
7b+,26,32826,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,blow,0.2862862862862863,technical,0.4545454545454546,slab,Blow,26.0,0.0,1.0,9.0,7b+,0.0,0.0,0.1111111111111111
7c+,28,32827,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,atlantic-city,0.375,"cruxy, technical",0.7140000000000001,vertical,Atlantic City,28.0,0.0,0.0,9.0,7c+,0.0,0.0,0.0
6a+,17,32828,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,il-fagiano,0.5,"endurance, technical",0.6,roof,Il Fagiano,17.0,0.0,0.0,7.0,6a+,0.0,0.0,0.0
7c,27,32829,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,squalo-giallo,0.2862862862862863,technical,0.4545454545454546,slab,Squalo Giallo,27.0,1.0,0.0,6.0,7c,0.0,0.16666666666666666,0.0
6a+,17,32830,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,bush-del-cul,0.2862862862862863,technical,0.4545454545454546,slab,Bush del Cul,17.0,0.0,1.0,5.0,6a+,0.0,0.0,0.2
5a,11,32831,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,the-kid,0.2862862862862863,technical,0.4545454545454546,slab,The Kid,12.0,0.0,2.0,4.0,5b,1.0,0.0,0.5
7c,27,32832,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,stravento,0.2862862862862863,technical,0.4545454545454546,slab,Stravento,26.0,2.0,0.0,5.0,7b+,-1.0,0.4,0.0
7a,23,32833,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,unknown-route-9bf14,0.5,"cruxy, technical",0.5,roof,N.N.,23.0,0.0,0.0,4.0,7a,0.0,0.0,0.0
8a+,30,32834,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,diavolino,0.2862862862862863,technical,0.4545454545454546,slab,Diavolino,30.0,1.0,1.0,4.0,8a+,0.0,0.25,0.25
7a+,24,32835,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,san-siro-22,0.5,"cruxy, technical",0.5,roof,San Siro 22,24.0,0.0,0.0,4.0,7a+,0.0,0.0,0.0
7b,25,32836,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,alexander-platz,0.5,"cruxy, technical",1.0,roof,Alexander platz,25.0,0.0,0.0,5.0,7b,0.0,0.0,0.0
7a+,24,32837,san-siro,San Siro,32805,0,0,0,1,0,1,0,1,0,0,settore-a,miss-lolita,0.375,"cruxy, technical",1.0,slab,Miss Lolita,24.0,0.0,0.0,3.0,7a+,0.0,0.0,0.0
6c,21,32838,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,w-messico,0.5,"endurance, technical",0.6,roof,W Messico,21.0,0.0,0.0,3.0,6c,0.0,0.0,0.0
6a,16,32839,san-siro,San Siro,32796,0,0,0,0,0,1,0,1,0,0,unknown-sector-810d1,rock-story-sl2,1.0,technical,1.0,slab,Rock Story SL2,16.0,0.0,0.0,3.0,6a,0.0,0.0,0.0
6a,16,32840,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,una-foolita,0.5,"endurance, technical",0.6,roof,Una Foolta,16.0,0.0,0.0,3.0,6a,0.0,0.0,0.0
7a,23,32841,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,oceania,0.2862862862862863,technical,0.4545454545454546,slab,Oceania,23.0,0.0,0.0,3.0,7a,0.0,0.0,0.0
7c,27,32842,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,aria-direkt,0.5,"cruxy, technical",0.5,roof,Aria direkt,26.0,1.0,0.0,2.0,7b+,-1.0,0.5,0.0
8a,29,32843,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,the-maninblack,0.2862862862862863,technical,0.4545454545454546,slab,The Meninblack,29.0,0.0,0.0,2.0,8a,0.0,0.0,0.0
6c+,22,32845,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,flipper,0.5,"cruxy, technical",1.0,roof,Flipper,22.0,0.0,0.0,20.0,6c+,0.0,0.0,0.0
7c,27,32846,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,zio-ulcera,0.5,"endurance, technical",0.6,roof,Zio Ulcera,27.0,3.0,0.0,20.0,7c,0.0,0.15,0.0
7a+,24,32847,san-siro,San Siro,32805,0,0,0,1,0,0,1,0,0,1,settore-a,scansati,1.0,cruxy,0.5,"roof, vertical",Scansati,24.0,3.0,1.0,19.0,7a+,0.0,0.15789473684210525,0.05263157894736842
7b+,26,32848,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,mad-professor,0.5,"endurance, technical",0.6,roof,Mad Professor,26.0,0.0,2.0,19.0,7b+,0.0,0.0,0.10526315789473684
7b,25,32849,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,quivi-il-tempo,0.375,"cruxy, technical",0.7140000000000001,vertical,Quivi il Tempo,25.0,0.0,1.0,18.0,7b,0.0,0.0,0.05555555555555555
6b+,19,32850,san-siro,San Siro,32805,0,0,0,1,0,1,0,1,0,0,settore-a,regan-boia,0.375,"cruxy, technical",1.0,slab,Regan Boia,19.0,0.0,0.0,17.0,6b+,0.0,0.0,0.0
7b+,26,32851,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,charlot,0.375,"cruxy, technical",0.7140000000000001,vertical,Charlot,26.0,0.0,2.0,16.0,7b+,0.0,0.0,0.125
6b+,19,32852,san-siro,San Siro,32796,0,0,0,1,0,0,0,0,1,0,unknown-sector-810d1,rock-story,1.0,cruxy,1.0,overhang,Rock Story,19.0,1.0,1.0,15.0,6b+,0.0,0.06666666666666667,0.06666666666666667
6b+,19,32853,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,zizomat,0.5,"cruxy, technical",0.5,roof,Zizomat,19.0,0.0,1.0,14.0,6b+,0.0,0.0,0.07142857142857142
8a,29,32854,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,tempesta-del-deserto,0.2862862862862863,technical,0.4545454545454546,slab,Tempesta del Deserto,29.0,0.0,0.0,14.0,8a,0.0,0.0,0.0
7a,23,32855,san-siro,San Siro,32814,0,0,0,1,0,1,0,1,0,0,settore-b,nuvole,0.5,"cruxy, technical",1.0,slab,Nuvole,23.0,0.0,1.0,16.0,7a,0.0,0.0,0.0625
8a,29,32856,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,e-inutile-sognare,0.375,"cruxy, technical",1.0,vertical,È Inutile Sognare,29.0,2.0,1.0,14.0,8a,0.0,0.14285714285714285,0.07142857142857142
5c,14,32857,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,magic-biest,0.2862862862862863,technical,0.4545454545454546,slab,Magic Biest,14.0,0.0,0.0,12.0,5c,0.0,0.0,0.0
8a+,30,32858,san-siro,San Siro,32805,0,0,1,0,0,0,1,0,0,0,settore-a,melarinfanfunfinfla,0.667,crimpy,0.7140000000000001,vertical,Melarinfanfunfinfla,29.0,5.0,0.0,12.0,8a,-1.0,0.4166666666666667,0.0
7c,27,32859,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,piani-molteplici,0.2862862862862863,technical,0.4545454545454546,slab,Piani Molteplici,27.0,0.0,0.0,11.0,7c,0.0,0.0,0.0
6b+,19,32860,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,memboraccio,0.2862862862862863,technical,0.4545454545454546,slab,Memboraccio,19.0,0.0,0.0,12.0,6b+,0.0,0.0,0.0
7b+,26,32861,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,nazka,0.5,"endurance, technical",0.6,roof,Nazka,26.0,0.0,1.0,10.0,7b+,0.0,0.0,0.1
6b,18,32862,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,nuovi-giorni,0.2862862862862863,technical,0.4545454545454546,slab,Nuovi Giorni,18.0,0.0,1.0,10.0,6b,0.0,0.0,0.1
7a+,24,32863,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,dont-know-name,0.5,"cruxy, technical",0.5,roof,N.N.,24.0,0.0,1.0,10.0,7a+,0.0,0.0,0.1
8a,29,32864,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,men-in-black,0.5,"cruxy, technical",0.5,roof,Men in black,29.0,0.0,1.0,10.0,8a,0.0,0.0,0.1
7b,25,32865,san-siro,San Siro,32805,0,0,0,0,0,1,1,0,0,0,settore-a,jeron,1.0,technical,1.0,vertical,Jeron,25.0,13.0,0.0,83.0,7b,0.0,0.1566265060240964,0.0
7a+,24,32866,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,fred-fallo,0.5,"endurance, technical",0.75,roof,Fred Fallo,24.0,5.0,0.0,65.0,7a+,0.0,0.07692307692307693,0.0
8a,29,32867,san-siro,San Siro,32814,1,0,0,1,0,0,1,0,1,0,settore-b,electric-budda,0.4,"athletic, cruxy",0.5,"overhang, vertical",electric budda,28.0,15.0,0.0,48.0,7c+,-1.0,0.3125,0.0
7b,25,32868,san-siro,San Siro,32805,0,0,0,0,0,1,1,0,0,0,settore-a,luisiana,1.0,technical,1.0,vertical,Luisiana,25.0,1.0,4.0,44.0,7b,0.0,0.022727272727272728,0.09090909090909091
6c,21,32869,san-siro,San Siro,32814,1,1,1,1,0,0,0,1,0,0,settore-b,aria,0.25,"athletic, endurance, crimpy, cruxy",0.4545454545454546,slab,Aria,21.0,1.0,2.0,41.0,6c,0.0,0.024390243902439025,0.04878048780487805
6a,16,32870,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,aleph,0.375,"cruxy, technical",1.0,vertical,Aleph,16.0,2.0,1.0,38.0,6a,0.0,0.05263157894736842,0.02631578947368421
6a,16,32871,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,gedeone,0.667,technical,1.0,slab,Gedeone,16.0,0.0,4.0,36.0,6a,0.0,0.0,0.1111111111111111
7b+,26,32872,san-siro,San Siro,32814,0,0,1,0,0,0,1,0,0,0,settore-b,miro,1.0,crimpy,1.0,vertical,Mirò,26.0,5.0,0.0,32.0,7b+,0.0,0.15625,0.0
7a,23,32873,san-siro,San Siro,32796,0,0,0,1,0,1,0,0,0,1,unknown-sector-810d1,nuvole-bianche,0.5,"cruxy, technical",0.5,roof,Nuvole bianche,23.0,0.0,2.0,31.0,7a,0.0,0.0,0.06451612903225806
6a,16,32874,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,tuxedo,1.0,technical,1.0,slab,Tuxedo,17.0,0.0,7.0,30.0,6a+,1.0,0.0,0.23333333333333334
7a+,24,32875,san-siro,San Siro,32805,0,0,0,1,0,0,1,0,0,0,settore-a,salay,1.0,cruxy,0.667,vertical,Salay,24.0,0.0,1.0,31.0,7a+,0.0,0.0,0.03225806451612903
7a,23,32876,san-siro,San Siro,32798,0,0,0,0,0,1,0,0,1,0,settore-c,houdini,1.0,technical,1.0,overhang,Houdini,24.0,0.0,7.0,28.0,7a+,1.0,0.0,0.25
7b,25,32877,san-siro,San Siro,32814,0,0,0,0,0,1,0,0,0,1,settore-b,leterno-presente,0.2862862862862863,technical,1.0,roof,L'Eterno Presente,25.0,0.0,0.0,29.0,7b,0.0,0.0,0.0
7b,25,32878,san-siro,San Siro,32814,0,0,0,0,0,1,1,0,0,0,settore-b,il-vergine,0.5,technical,1.0,vertical,Il Vergine,25.0,1.0,3.0,27.0,7b,0.0,0.037037037037037035,0.1111111111111111
7a,23,32879,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,fiesta,0.5,"endurance, technical",0.6,roof,Fiesta,23.0,5.0,2.0,26.0,7a,0.0,0.19230769230769232,0.07692307692307693
6a,16,32880,san-siro,San Siro,32805,0,0,0,1,0,1,1,0,0,0,settore-a,valentina,0.375,"cruxy, technical",0.7140000000000001,vertical,Valentina,16.0,0.0,0.0,25.0,6a,0.0,0.0,0.0
6b,18,32881,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,il-risveglio-degli-eroi,0.2862862862862863,technical,1.0,slab,Il Risveglio degli Eroi,18.0,2.0,1.0,23.0,6b,0.0,0.08695652173913043,0.043478260869565216
7b,25,32882,san-siro,San Siro,32798,0,1,0,0,0,0,0,0,0,1,settore-c,sederini-parlanti,1.0,endurance,0.6,roof,Sederini Parlanti,25.0,0.0,0.0,22.0,7b,0.0,0.0,0.0
7c,27,32883,san-siro,San Siro,32814,0,0,0,0,0,1,0,1,0,0,settore-b,zagor,0.2862862862862863,technical,0.4545454545454546,slab,Zagor,27.0,0.0,3.0,21.0,7c,0.0,0.0,0.14285714285714285
7a,23,32884,san-siro,San Siro,32798,0,1,0,0,0,1,0,0,0,1,settore-c,ciuspino,0.5,"endurance, technical",0.6,roof,Ciuspino,23.0,3.0,0.0,20.0,7a,0.0,0.15,0.0
5c,14,32885,l-orto,L'Orto,32885,0,0,0,0,0,1,1,0,0,0,settore-a,piselli,0.429,technical,0.6920000000000001,vertical,Piselli,14.0,0.0,0.0,9.0,5c,0.0,0.0,0.0
5c,14,32886,l-orto,L'Orto,32885,0,0,0,0,0,1,1,0,0,0,settore-a,sedano,0.429,technical,0.6920000000000001,vertical,Sedano,14.0,0.0,1.0,8.0,5c,0.0,0.0,0.125
6c+,22,32887,l-orto,L'Orto,32885,0,1,0,0,0,1,1,0,0,0,settore-a,bietole,0.5,"endurance, technical",1.0,vertical,Bietole,22.0,0.0,1.0,7.0,6c+,0.0,0.0,0.14285714285714285
7a,23,32888,l-orto,L'Orto,32888,0,0,0,0,0,1,1,0,0,0,unknown-sector,dont-know-name,0.34,technical,0.639,vertical,N.N.,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
7c+,28,32889,l-orto,L'Orto,32889,0,0,0,0,0,1,1,0,0,0,settore-b,raddicchio,0.306,technical,0.609,vertical,Radicchio,28.0,0.0,0.0,1.0,7c+,0.0,0.0,0.0
6a,16,32890,l-orto,L'Orto,32885,0,0,0,0,0,1,1,0,0,0,settore-a,sforament,0.429,technical,0.6920000000000001,vertical,Sforament,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
