difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness,zlaggableName,grade_dev,soft_sum,hard_sum,amount_ascents,grade_dev_name,dev,soft_dev,hard_dev
6a+,17,5331,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,igel,0.667,technical,0.4444444444444444,"roof, vertical",Igel,17.0,0.0,1.0,11.0,6a+,0.0,0.0,0.09090909090909091
6b,18,5332,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,liuk,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Liuk,18.0,0.0,1.0,11.0,6b,0.0,0.0,0.09090909090909091
5b,12,5333,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,don-juan,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Don Juan,12.0,0.0,1.0,11.0,5b,0.0,0.0,0.09090909090909091
5c,14,5334,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,tu-mi-pungi,0.667,technical,0.4444444444444444,"roof, vertical",Tu mi pungi,14.0,0.0,2.0,11.0,5c,0.0,0.0,0.18181818181818182
5c,14,5335,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,croccante,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Croccante,14.0,0.0,0.0,8.0,5c,0.0,0.0,0.0
7b,25,5336,sisyphos,Sisyphos,5307,0,0,1,1,0,1,0,1,1,0,settore-a,bikini,0.3333333333333333,"crimpy, cruxy, technical",0.5,"overhang, slab",Bikini,25.0,0.0,0.0,8.0,7b,0.0,0.0,0.0
5a,11,5337,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,sarner-maus,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Sarner Maus,11.0,0.0,1.0,8.0,5a+,0.0,0.0,0.125
6b+,19,5338,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,ice-tea,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Ice tea,19.0,0.0,1.0,8.0,6b+,0.0,0.0,0.125
7a+,24,5339,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,maestro-tappo,0.667,technical,0.4444444444444444,"roof, vertical",Maestro tappo,24.0,1.0,0.0,7.0,7a+,0.0,0.14285714285714285,0.0
7b+,26,5340,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,blob,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Blob,26.0,0.0,0.0,6.0,7b+,0.0,0.0,0.0
7b+,26,5341,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,lemonissimo,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Lemonissimo,26.0,0.0,0.0,6.0,7b+,0.0,0.0,0.0
6a,16,5342,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,calippo,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Calippo,16.0,3.0,1.0,64.0,6a,0.0,0.046875,0.015625
7a+,24,5343,sisyphos,Sisyphos,5308,1,0,0,0,0,1,1,0,0,0,settore-b,severance,0.5,"athletic, technical",1.0,vertical,Severance,24.0,2.0,9.0,63.0,7a+,0.0,0.031746031746031744,0.14285714285714285
6b,18,5344,sisyphos,Sisyphos,5307,0,1,0,0,0,0,1,0,0,0,settore-a,cremino,1.0,endurance,1.0,vertical,Cremino,18.0,0.0,3.0,60.0,6b,0.0,0.0,0.05
6b+,19,5345,sisyphos,Sisyphos,5308,1,0,0,0,0,0,1,0,0,0,settore-b,lampo-di-fulmine,1.0,athletic,1.0,vertical,Lampo di fulmine,19.0,0.0,3.0,47.0,6b+,0.0,0.0,0.06382978723404255
6b+,19,5346,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,camillino,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Camillino,19.0,3.0,0.0,40.0,6b+,0.0,0.075,0.0
7b,25,5347,sisyphos,Sisyphos,5307,0,0,1,0,0,0,0,1,0,0,settore-a,winner,1.0,crimpy,1.0,slab,Winner,25.0,0.0,2.0,34.0,7b,0.0,0.0,0.058823529411764705
7a,23,5348,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,coppa-del-nonno,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Coppa del nonno,23.0,3.0,3.0,33.0,7a,0.0,0.09090909090909091,0.09090909090909091
7a,23,5349,sisyphos,Sisyphos,5307,0,0,1,0,0,1,1,1,0,0,settore-a,magnum,0.5,"crimpy, technical",0.5,"slab, vertical",Magnum,23.0,1.0,3.0,32.0,7a,0.0,0.03125,0.09375
7b,25,5350,sisyphos,Sisyphos,5308,0,0,0,0,0,1,0,0,0,1,settore-b,by-pass,0.667,technical,1.0,roof,By pass,25.0,3.0,0.0,31.0,7b,0.0,0.0967741935483871,0.0
6c,21,5351,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,eldorado,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Eldorado,21.0,2.0,0.0,29.0,6c,0.0,0.06896551724137931,0.0
7a+,24,5352,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,cio-lsoffio,0.667,technical,0.4444444444444444,"roof, vertical",Ciò l'soffio,24.0,5.0,0.0,29.0,7a+,0.0,0.1724137931034483,0.0
6c,21,5353,sisyphos,Sisyphos,5307,0,0,1,0,0,1,1,1,0,0,settore-a,cornetto,0.5,"crimpy, technical",0.5,"slab, vertical",Cornetto,21.0,3.0,0.0,29.0,6c,0.0,0.10344827586206896,0.0
6b,18,5354,sisyphos,Sisyphos,5307,0,0,1,0,0,1,1,1,0,0,settore-a,cookie-snack,0.5,"crimpy, technical",0.4615384615384615,"slab, vertical",Cookie snack,18.0,0.0,1.0,25.0,6b,0.0,0.0,0.04
7a+,24,5355,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,boom,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Boom,24.0,1.0,4.0,23.0,7a+,0.0,0.043478260869565216,0.17391304347826086
6c+,22,5356,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,0,settore-b,vita-da-corridoio,1.0,technical,1.0,vertical,Vita da corridoio,22.0,4.0,0.0,24.0,6c+,0.0,0.16666666666666666,0.0
7b+,26,5357,sisyphos,Sisyphos,5310,0,0,0,0,0,1,0,1,0,0,unknown-sector-bf7f7,il-profeta,0.476,technical,1.0,slab,Il profeta,26.0,1.0,0.0,22.0,7b+,0.0,0.045454545454545456,0.0
6a,16,5358,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,vaselina,0.667,technical,0.4444444444444444,"roof, vertical",Vaselina,16.0,2.0,1.0,21.0,6a,0.0,0.09523809523809523,0.047619047619047616
6a,16,5359,sisyphos,Sisyphos,5307,0,0,1,0,0,0,1,1,0,0,settore-a,solero,0.4665334665334666,crimpy,0.4615384615384615,"slab, vertical",Solero,17.0,0.0,5.0,20.0,6a+,1.0,0.0,0.25
6b,18,5360,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,il-terzo-sesso,0.667,technical,0.4444444444444444,"roof, vertical",Il terzo sesso,18.0,0.0,3.0,18.0,6b,0.0,0.0,0.16666666666666666
6b+,19,5361,sisyphos,Sisyphos,5308,0,0,0,0,0,1,1,0,0,1,settore-b,spavaldo,0.667,technical,0.4444444444444444,"roof, vertical",Spavaldo,19.0,0.0,1.0,18.0,6b+,0.0,0.0,0.05555555555555555
7b+,26,5821,nembia,Nembia,5821,0,0,0,0,0,0,0,0,0,0,nembia,scasazza,0.0, ,0.0, ,Scasazza,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
7a,23,5822,nembia,Nembia,5822,0,0,0,0,0,0,0,0,0,0,unknown-sector,ladattatore,0.0, ,0.0, ,l'adattatore,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
3a,3,6118,san-martino-b14c3-verrev,San Martino,6118,0,0,0,0,0,0,0,0,0,0,settore-b,tony,0.0, ,0.0, ,Tony,3.0,0.0,0.0,2.0,3,0.0,0.0,0.0
6a,16,6119,san-martino-b14c3-verrev,San Martino,6119,0,0,0,0,0,0,0,0,0,0,settore-a,hermione,0.0, ,0.0, ,Hermione,15.0,1.0,0.0,2.0,5c+,-1.0,0.5,0.0
4b,7,6120,san-martino-b14c3-verrev,San Martino,6118,0,0,0,0,0,0,0,0,0,0,settore-b,sid,0.0, ,0.0, ,Sid,7.0,0.0,0.0,2.0,4,0.0,0.0,0.0
4b,7,6121,san-martino-b14c3-verrev,San Martino,6118,0,0,0,0,0,0,0,0,0,0,settore-b,ellie,0.0, ,0.0, ,Ellie,7.0,0.0,0.0,2.0,4,0.0,0.0,0.0
5c,14,6122,san-martino-b14c3-verrev,San Martino,6119,0,0,0,0,0,0,0,0,0,0,settore-a,silente,0.0, ,0.0, ,Silente,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
6b,18,6123,san-martino-b14c3-verrev,San Martino,6119,0,0,0,0,0,0,0,0,0,0,settore-a,ron,0.0, ,0.0, ,Ron,17.0,1.0,0.0,1.0,6a+,-1.0,1.0,0.0
6a,16,6124,san-martino-b14c3-verrev,San Martino,6119,0,0,0,0,0,0,0,0,0,0,settore-a,dobby,0.0, ,0.0, ,Dobby,15.0,1.0,0.0,1.0,5c+,-1.0,1.0,0.0
6b,18,6125,san-martino-b14c3-verrev,San Martino,6125,0,0,0,0,0,0,0,0,0,0,unknown-sector-72430,voldemort,0.0, ,0.0, ,Voldemort,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
7b,25,6261,drago-nascosto,Drago Nascosto,6261,0,1,0,1,0,0,1,0,0,0,drago-nascosto,tokai,0.5,"endurance, cruxy",1.0,vertical,Tokai,25.0,0.0,0.0,2.0,7b,0.0,0.0,0.0
6c,21,6262,drago-nascosto,Drago Nascosto,6261,0,0,1,0,0,0,1,0,0,0,drago-nascosto,n-n,1.0,crimpy,1.0,vertical,N.N.,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6b,18,6263,drago-nascosto,Drago Nascosto,6261,0,1,1,1,0,0,1,0,0,0,drago-nascosto,senza-nome,0.3333333333333333,"endurance, crimpy, cruxy",1.0,vertical,N.N.,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
8a,29,6500,eremo-di-san-colombano-43efc-verrev,Eremo di San Colombano,6500,0,1,0,0,0,0,0,1,1,1,fuoco,super-plastic-rock,1.0,endurance,0.3333333333333333,"overhang, roof, slab",Super plastic rock,30.0,0.0,1.0,1.0,8a+,1.0,0.0,1.0
7b,25,6501,eremo-di-san-colombano-43efc-verrev,Eremo di San Colombano,6500,0,1,0,0,0,0,0,1,1,1,fuoco,unknown-route,1.0,endurance,0.3333333333333333,"overhang, roof, slab",N.N.,26.0,0.0,1.0,1.0,7b+,1.0,0.0,1.0
7b,25,6502,eremo-di-san-colombano-43efc-verrev,Eremo di San Colombano,6500,0,1,0,0,0,0,0,1,1,1,fuoco,il-dubbio-e-nellombra,1.0,endurance,0.3333333333333333,"overhang, roof, slab",Il dubbio è nell'ombra,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
8a,29,6503,eremo-di-san-colombano-43efc-verrev,Eremo di San Colombano,6500,0,1,0,0,0,0,0,1,1,1,fuoco,cerveza,1.0,endurance,0.3333333333333333,"overhang, roof, slab",Cerveza,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
8b,31,6504,eremo-di-san-colombano-43efc-verrev,Eremo di San Colombano,6500,0,1,0,0,0,0,0,1,1,1,fuoco,jena,1.0,endurance,0.3333333333333333,"overhang, roof, slab",Jena,31.0,0.0,0.0,1.0,8b,0.0,0.0,0.0
6c,21,7485,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,1,0,0,0,0,0,1,0,0,0,herr-wall-–-la-calchera,goditela,1.0,athletic,1.0,vertical,Goditela,21.0,0.0,0.0,3.0,6c,0.0,0.0,0.0
6c+,22,7486,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,la-storica,1.0,cruxy,1.0,vertical,La Storica,21.0,1.0,0.0,3.0,6c,-1.0,0.3333333333333333,0.0
7b+,26,7487,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,se-non-ci-credi-voli,0.4615384615384615,cruxy,1.0,vertical,Se non ci credi.. Voli,25.0,1.0,0.0,3.0,7b,-1.0,0.3333333333333333,0.0
7a,23,7488,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,1,0,0,1,1,0,0,0,herr-wall-–-la-calchera,le-tute-bone,0.5,"crimpy, technical",1.0,vertical,Le Tute Bone,23.0,0.0,0.0,3.0,7a,0.0,0.0,0.0
6b+,19,7489,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,parti-caldo,1.0,cruxy,1.0,vertical,Parti Caldo,19.0,0.0,0.0,3.0,6b+,0.0,0.0,0.0
7a+,24,7490,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,e-il-buco,0.4615384615384615,cruxy,1.0,vertical,E il buco,24.0,0.0,0.0,3.0,7a+,0.0,0.0,0.0
6c+,22,7491,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,0,0,1,1,0,0,0,herr-wall-–-la-calchera,caco3,1.0,technical,1.0,vertical,CaCO3,22.0,0.0,0.0,2.0,6c+,0.0,0.0,0.0
7a+,24,7492,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,1,1,0,0,1,0,0,0,herr-wall-–-la-calchera,uscia-che-picolli,0.5,"crimpy, cruxy",1.0,vertical,Uscia Che Picolli,24.0,0.0,0.0,2.0,7a+,0.0,0.0,0.0
6b+,19,7493,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,solo-apparenza,0.4615384615384615,cruxy,1.0,vertical,Solo apparenza,19.0,0.0,0.0,1.0,6b+,0.0,0.0,0.0
6b+,19,7494,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,hai-le-palle,0.4615384615384615,cruxy,1.0,vertical,Hai le palle,19.0,0.0,0.0,1.0,6b+,0.0,0.0,0.0
5c,14,7495,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,il-facile,0.4615384615384615,cruxy,1.0,vertical,Il Facile,14.0,0.0,0.0,1.0,5c,0.0,0.0,0.0
7a+,24,7496,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,heidi,1.0,cruxy,1.0,vertical,Heidi,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
6a+,17,7497,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,perche-no,0.4615384615384615,cruxy,1.0,vertical,Perche no ,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
7a+,24,7498,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,0,1,0,0,1,0,0,0,herr-wall-–-la-calchera,ce-ma-non-si-vede,0.4615384615384615,cruxy,1.0,vertical,C'e ma non si vede,24.0,0.0,0.0,1.0,7a+,0.0,0.0,0.0
7c+,28,7499,herr-wall-–-la-calchera,Herr Wall – La Calchera,7485,0,0,1,0,0,1,1,0,0,0,herr-wall-–-la-calchera,la-calchera,0.5,"crimpy, technical",1.0,vertical,La calchera ,28.0,0.0,0.0,1.0,7c+,0.0,0.0,0.0
7a,23,7500,foppiano,Foppiano,7500,0,0,0,0,0,0,0,0,0,0,unknown-sector,domonera-stand,0.0, ,0.0, ,Domonera stand,,,,,,,,
5c,14,7633,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,lultima,0.2702702702702703,cruxy,0.615,vertical,L'Ultima,14.0,0.0,0.0,4.0,5c,0.0,0.0,0.0
5c,14,7634,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,1,0,0,settore-a,equilibrio,0.2702702702702703,cruxy,0.5,"slab, vertical",Equilibrio,14.0,0.0,0.0,5.0,5c,0.0,0.0,0.0
6b,18,7635,le-piazzole,Le Piazzole,7635,0,0,0,1,0,0,1,0,0,0,unknown-sector,it,0.2702702702702703,cruxy,0.615,vertical,IT,18.0,0.0,0.0,1.0,6b,0.0,0.0,0.0
6a+,17,7636,le-piazzole,Le Piazzole,7635,0,0,0,1,0,0,1,0,0,0,unknown-sector,anna-queen,0.2702702702702703,cruxy,0.615,vertical,Anna Queen,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
6c,21,7637,le-piazzole,Le Piazzole,7635,0,0,0,1,0,0,1,0,0,0,unknown-sector,ramon-king,0.2702702702702703,cruxy,0.615,vertical,Ramon King,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
6a,16,7638,le-piazzole,Le Piazzole,7635,0,0,0,1,0,0,1,0,0,0,unknown-sector,unknown-route,0.2702702702702703,cruxy,0.615,vertical,N.N.,16.0,0.0,0.0,1.0,6a,0.0,0.0,0.0
6a+,17,7639,le-piazzole,Le Piazzole,7635,0,0,0,1,0,0,1,0,0,0,unknown-sector,qixin-king-of-boulder,0.2702702702702703,cruxy,0.615,vertical,Qixin King of Boulder,17.0,0.0,0.0,1.0,6a+,0.0,0.0,0.0
6c,21,7640,le-piazzole,Le Piazzole,7635,0,0,0,1,0,0,1,0,0,0,unknown-sector,unknown-route-bf15c-verrev,0.2702702702702703,cruxy,0.615,vertical,N.N.,21.0,0.0,0.0,1.0,6c,0.0,0.0,0.0
7a,23,7641,le-piazzole,Le Piazzole,7633,0,1,0,0,0,0,1,0,0,0,settore-a,the-cave,0.5,endurance,0.5,vertical,The Cave,23.0,1.0,5.0,47.0,7a,0.0,0.02127659574468085,0.10638297872340426
7a,23,7642,le-piazzole,Le Piazzole,7633,1,0,0,0,0,0,1,0,0,0,settore-a,avana,1.0,athletic,1.0,vertical,Avana,23.0,1.0,2.0,43.0,7a,0.0,0.023255813953488372,0.046511627906976744
6c,21,7643,le-piazzole,Le Piazzole,7633,1,0,0,0,0,0,1,0,0,0,settore-a,ramon-king-of-lead,0.667,athletic,0.667,vertical,Ramon King of Lead,21.0,4.0,0.0,42.0,6c,0.0,0.09523809523809523,0.0
6a+,17,7644,le-piazzole,Le Piazzole,7633,0,0,0,0,0,1,1,0,0,0,settore-a,anna-queen-of-boulder,0.5,technical,1.0,vertical,Anna Queen of Boulder,18.0,2.0,8.0,33.0,6b,1.0,0.06060606060606061,0.24242424242424243
7b,25,7645,le-piazzole,Le Piazzole,7633,0,1,0,1,0,0,0,0,1,0,settore-a,short-track,0.5,"endurance, cruxy",0.667,overhang,Short Track,25.0,2.0,0.0,30.0,7b,0.0,0.06666666666666667,0.0
6a,16,7646,le-piazzole,Le Piazzole,7633,0,0,1,0,0,1,1,0,0,0,settore-a,dmitry-king-of-boulder,0.5,"crimpy, technical",1.0,vertical,Dmitry King of Boulder,17.0,0.0,5.0,26.0,6a+,1.0,0.0,0.19230769230769232
6b+,19,7647,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,marija-queen-of-speed,0.2702702702702703,cruxy,0.615,vertical,Marija Queen of Speed,19.0,0.0,2.0,27.0,6b+,0.0,0.0,0.07407407407407407
7b,25,7648,le-piazzole,Le Piazzole,7633,1,0,1,1,0,0,1,0,0,0,settore-a,over-the-lake,0.3333333333333333,"athletic, crimpy, cruxy",1.0,vertical,Over the Lake,25.0,3.0,0.0,27.0,7b,0.0,0.1111111111111111,0.0
6c,21,7649,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,rockmaster-team,1.0,cruxy,0.667,vertical,Rockmaster team,20.0,5.0,0.0,20.0,6b+,-1.0,0.25,0.0
6b,18,7650,le-piazzole,Le Piazzole,7633,0,1,1,0,0,0,1,0,0,0,settore-a,arco-2011,0.5,"endurance, crimpy",0.667,vertical,Arco 2011,18.0,0.0,1.0,21.0,6b,0.0,0.0,0.047619047619047616
7a+,24,7651,le-piazzole,Le Piazzole,7633,1,1,1,1,0,0,1,0,1,0,settore-a,il-balcone,0.25,"athletic, endurance, crimpy, cruxy",0.5,"overhang, vertical",Il Balcone,24.0,1.0,3.0,20.0,7a+,0.0,0.05,0.15
6b+,19,7652,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,angy-queen-of-lead,0.2702702702702703,cruxy,1.0,vertical,Angy Queen of Lead,19.0,0.0,3.0,19.0,6b+,0.0,0.0,0.15789473684210525
6a,16,7653,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,1,0,0,settore-a,old-style,0.2702702702702703,cruxy,0.5,"slab, vertical",Old style,16.0,2.0,0.0,15.0,6a,0.0,0.13333333333333333,0.0
6b,18,7654,le-piazzole,Le Piazzole,7633,0,0,0,0,0,1,0,1,0,0,settore-a,gardatrentino,0.75,technical,0.667,slab,Gardatrentino,17.0,5.0,0.0,16.0,6a+,-1.0,0.3125,0.0
6a,16,7655,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,arco-the-home-of-climbing,0.2702702702702703,cruxy,1.0,vertical,Arco the home of climbing,16.0,1.0,0.0,14.0,6a,0.0,0.07142857142857142,0.0
6a+,17,7656,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,la-prua,0.2702702702702703,cruxy,1.0,vertical,La Prua,17.0,0.0,0.0,14.0,6a+,0.0,0.0,0.0
6a+,17,7657,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,qixin-king-of-speed,0.2702702702702703,cruxy,0.615,vertical,Qixin King of Speed,17.0,0.0,1.0,15.0,6a+,0.0,0.0,0.06666666666666667
5c,14,7658,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,0,0,0,settore-a,in-punta-di-piedi,0.2702702702702703,cruxy,0.615,vertical,In punta di piedi,14.0,0.0,0.0,13.0,5c,0.0,0.0,0.0
5c,14,7659,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,0,1,0,0,settore-a,blackboard,0.2702702702702703,cruxy,1.0,slab,Blackboard,14.0,0.0,2.0,12.0,5c,0.0,0.0,0.16666666666666666
5c,14,7660,le-piazzole,Le Piazzole,7633,0,0,0,1,0,0,1,1,0,0,settore-a,precisione,0.2702702702702703,cruxy,0.5,"slab, vertical",Precisione,14.0,0.0,0.0,10.0,5c,0.0,0.0,0.0
7a+,24,7707,terra-promessa,Terra Promessa,7707,1,0,1,0,0,0,0,0,0,1,settore-a,toy-boy,0.5,"athletic, crimpy",1.0,roof,Toy Boy,24.0,0.0,0.0,3.0,7a+,0.0,0.0,0.0
7c+,28,7708,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,african-milf,0.34,cruxy,0.5295295295295296,vertical,African Milf,28.0,0.0,0.0,3.0,7c+,0.0,0.0,0.0
8c,33,7709,terra-promessa,Terra Promessa,7709,1,0,0,0,0,0,0,0,1,0,settore-b,claudio-cafe,1.0,athletic,0.643,overhang,Claudio Caffè,34.0,0.0,1.0,2.0,8c+,1.0,0.0,0.5
3a,3,7710,terra-promessa,Terra Promessa,7710,0,0,0,1,0,0,0,0,1,0,unknown-sector,luca-joint-6c+,1.0,cruxy,1.0,overhang,N.N. (Luca Joint 6c+),3.0,0.0,0.0,2.0,3,0.0,0.0,0.0
8c+,34,7711,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,0,0,1,0,unknown-sector,cladio-cafe,1.0,athletic,1.0,overhang,Cladio Café,34.0,0.0,0.0,2.0,8c+,0.0,0.0,0.0
7b,25,7712,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,unknown-route,0.5,athletic,0.5,"overhang, vertical",N.N.,25.0,0.0,0.0,2.0,7b,0.0,0.0,0.0
7c+,28,7713,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,brown-sugar,0.34,cruxy,0.5295295295295296,vertical,Brown sugar,29.0,0.0,1.0,2.0,8a,1.0,0.0,0.5
7b,25,7714,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,dont-know-name-19835-verrev,0.5,athletic,0.5,"overhang, vertical",N.N.,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
7b+,26,7715,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,elephant-part-one,0.5,athletic,0.5,"overhang, vertical",Elephant part one,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
3a,3,7716,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,us-open-6a+,0.5,athletic,0.5,"overhang, vertical",N.N. (US Open 6a+),3.0,0.0,0.0,1.0,3,0.0,0.0,0.0
6b,18,7717,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,between-rere-and-lorenzo,0.5,athletic,0.5,"overhang, vertical",N.N. (between rere and lorenzo),19.0,0.0,1.0,1.0,6b+,1.0,0.0,1.0
7b+,26,7718,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,messia,0.5,athletic,0.5,"overhang, vertical",Messia,26.0,0.0,0.0,1.0,7b+,0.0,0.0,0.0
7b,25,7719,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,cinema-social,0.5,athletic,0.5,"overhang, vertical",Cinema Social,25.0,0.0,0.0,1.0,7b,0.0,0.0,0.0
8b,31,7720,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,venga-kilian,0.5,athletic,0.5,"overhang, vertical",Venga Kilian,31.0,0.0,0.0,1.0,8b,0.0,0.0,0.0
8b+,32,7721,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,gelato-al-caffe,0.5,athletic,0.5,"overhang, vertical",Gelato al caffè,32.0,0.0,0.0,1.0,8b+,0.0,0.0,0.0
8a,29,7722,terra-promessa,Terra Promessa,7707,0,0,0,1,0,0,1,0,0,0,settore-a,ebonissima,0.34,cruxy,0.5295295295295296,vertical,Ebonissima,29.0,0.0,0.0,1.0,8a,0.0,0.0,0.0
7a,23,7723,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,hilti-gang-bang,0.5,athletic,0.5,"overhang, vertical",Hilti gang bang,23.0,0.0,0.0,1.0,7a,0.0,0.0,0.0
6b+,19,7724,terra-promessa,Terra Promessa,7710,1,0,0,0,0,0,1,0,1,0,unknown-sector,variante-canna-canon,0.5,athletic,0.5,"overhang, vertical",Variante Canna Canon,19.0,0.0,0.0,1.0,6b+,0.0,0.0,0.0
