difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness
6a,16,991,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,buco-nero,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6b+,19,992,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,el-salvanel,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6a,16,993,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,sergio,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a+,24,994,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,two-thousand,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7c,27,995,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,la-terapia-del-merespitz,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6a+,17,996,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,donne-o-fate,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a+,24,997,noriglio,Noriglio,997,1,0,0,1,0,1,1,0,0,0,pilastro,noriglio-forever,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c,21,998,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,pensieri-pericolosi,1.0,technical,1.0,vertical
6a+,17,999,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,ohne-namen,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6b,18,1000,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,chat-line,1.0,technical,1.0,vertical
6c+,22,1001,noriglio,Noriglio,1001,1,0,0,1,0,1,1,0,0,0,sektor-a-grotte,blitz-krieg,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1002,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,megabait,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6c+,22,1003,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,su-le-mani,1.0,technical,1.0,vertical
6b,18,1004,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,convivenza,1.0,technical,1.0,vertical
6b+,19,1005,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,tormento-e-estasi,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a,16,1006,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,easy-furbo,1.0,technical,1.0,vertical
7c,27,1007,noriglio,Noriglio,997,1,0,0,1,0,1,1,0,0,0,pilastro,project,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
5c,14,1008,noriglio,Noriglio,1008,1,0,0,1,0,1,1,0,0,0,centrale,zabj,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a+,17,1009,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,il-perfezionista,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
5c,14,1010,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,betta,1.0,technical,1.0,vertical
7a,23,1011,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,linfilato-speciale,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6b,18,1012,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,susy,1.0,technical,1.0,vertical
6b,18,1013,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,donna-carmen,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6c,21,1014,noriglio,Noriglio,1014,1,0,0,1,0,1,1,0,0,0,sektor-d-pilastro-nascosto,aladino,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1015,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,piera,1.0,technical,1.0,vertical
6c+,22,1016,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,buon-anno,1.0,technical,1.0,vertical
6a,16,1017,noriglio,Noriglio,1017,1,0,0,1,0,1,1,0,0,0,grotta,francesco,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7b,25,1018,noriglio,Noriglio,1001,1,0,0,1,0,1,1,0,0,0,sektor-a-grotte,brentegany,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a+,24,1019,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,turbo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1020,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,il-suicida,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a+,17,1021,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,elvio,1.0,technical,1.0,vertical
7b,25,1022,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,orzo-bombo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1023,noriglio,Noriglio,1023,1,0,0,1,0,1,1,0,0,0,sektor-b-relax,alba-chiara,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
5c,14,1024,noriglio,Noriglio,1001,1,0,0,1,0,1,1,0,0,0,sektor-a-grotte,me-gusta,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b+,19,1025,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,il-volpone,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6c,21,1026,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,fessurina,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a+,17,1027,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,passo-falso,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a+,17,1028,noriglio,Noriglio,1023,1,0,0,1,0,1,1,0,0,0,sektor-b-relax,relax,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1029,noriglio,Noriglio,1029,1,0,0,1,0,1,1,0,0,0,alto,orefix,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1030,noriglio,Noriglio,1023,1,0,0,1,0,1,1,0,0,0,sektor-b-relax,daniel,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1031,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,i-viaggetti-di-betti,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7b,25,1034,noriglio,Noriglio,1034,1,0,0,1,0,1,1,0,0,0,relax,ciak-si-gira,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
4a,6,1035,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,perpalma,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a+,17,1036,noriglio,Noriglio,1036,1,0,0,1,0,1,1,0,0,0,ricci,astralago,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7b,25,1037,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,two-thousend,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1038,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,sciacallo,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a,16,1039,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,gambadilegno,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a,16,1040,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,orzo-bimbo,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
5c,14,1041,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,ladri-di-marmellata,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a+,17,1042,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,manine-operose,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6c+,22,1043,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,sole-dinverno,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a+,17,1044,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,maneta-bestiale,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1045,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,facile-ma-non-troppo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7b,25,1046,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,allambuco,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
7a+,24,1047,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,dalla-cina-con-furore,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
7a+,24,1048,noriglio,Noriglio,1048,1,0,0,1,0,1,1,0,0,0,merescrinz,thriller,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1051,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,incrocio,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1052,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,brush-kim,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7c,27,1053,noriglio,Noriglio,1017,1,0,0,1,0,1,1,0,0,0,grotta,unknown-route,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1054,noriglio,Noriglio,1014,1,0,0,1,0,1,1,0,0,0,sektor-d-pilastro-nascosto,mago-merlino,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7b,25,1055,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,flok,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1056,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,30-metri,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1057,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,megabite,1.0,technical,1.0,vertical
6b+,19,1058,noriglio,Noriglio,1023,1,0,0,1,0,1,1,0,0,0,sektor-b-relax,combo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c,21,1059,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,niente-per-sempre,1.0,technical,1.0,vertical
7b,25,1060,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,qualcuno-volo-sul-nido-del-cuculo,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6a,16,1061,noriglio,Noriglio,1023,1,0,0,1,0,1,1,0,0,0,sektor-b-relax,anna,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1062,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,paola,1.0,technical,1.0,vertical
6a,16,1063,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,dentro-e-fuori,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1064,noriglio,Noriglio,1064,1,0,0,1,0,1,1,0,0,0,casa-del-sole,penta,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b+,19,1065,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,oro-pungente,1.0,technical,1.0,vertical
6c,21,1066,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,open-your-mind,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c+,22,1067,noriglio,Noriglio,1067,1,0,0,1,0,1,1,0,0,0,alta,linfallibile,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c+,22,1068,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,gino-rovro,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6b+,19,1069,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,cumbre,1.0,technical,1.0,vertical
5c,14,1070,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,cinzia,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1071,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,eterno-riposo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b+,19,1072,noriglio,Noriglio,1001,1,0,0,1,0,1,1,0,0,0,sektor-a-grotte,vibration,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a+,17,1073,noriglio,Noriglio,1023,1,0,0,1,0,1,1,0,0,0,sektor-b-relax,3degree-millennio,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a+,24,1074,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,ho-fatto-13,1.0,technical,1.0,vertical
6a+,17,1075,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,wil-coyote,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1076,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,astragalo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1077,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,vale,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1078,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,makalu,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c,21,1079,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,beton,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7b+,26,1080,noriglio,Noriglio,1001,1,0,0,1,0,1,1,0,0,0,sektor-a-grotte,inox-aeternum,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1081,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,hot-dog,1.0,technical,1.0,vertical
8a,29,1082,noriglio,Noriglio,1001,1,0,0,1,0,1,1,0,0,0,sektor-a-grotte,la-notte,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1083,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,bruno,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a+,17,1084,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,giulia,1.0,technical,1.0,vertical
6a+,17,1085,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,nonni-sprint,1.0,technical,1.0,vertical
6a,16,1086,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,red-line,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b+,19,1087,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,basta-cosi,1.0,technical,1.0,vertical
6a+,17,1088,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,kit-kat,1.0,technical,1.0,vertical
6a+,17,1089,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,tato-pani,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1090,noriglio,Noriglio,1090,1,0,0,1,0,1,1,0,0,0,heidi-e-il-contadino,turbo-i-e,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1091,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,red-point,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1092,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,andamento-lento,1.0,technical,1.0,vertical
6a+,17,1093,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,roby,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1094,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,take-my-way,1.0,technical,1.0,vertical
6a+,17,1095,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,excalibur,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
5c,14,1096,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,fabio,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a+,24,1097,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,alambicco,1.0,technical,1.0,vertical
7a,23,1098,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,flik,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a,16,1099,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,white-line,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
5c,14,1100,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,susanna,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c+,22,1101,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,cat-woman,1.0,technical,1.0,vertical
5c,14,1102,noriglio,Noriglio,1070,1,0,0,1,0,1,1,0,0,0,settore-d,rosanna,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c,21,1103,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,sinfonia,1.0,technical,1.0,vertical
6b+,19,1104,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,arcobaleno,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7a,23,1105,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,x-file,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
5c,14,1106,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,amici-di-un-tempo,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c+,22,1107,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,il-sole-dinverno,1.0,technical,1.0,vertical
5c,14,1108,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,la-prima-volta,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b,18,1109,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,metaxa,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c,21,1110,noriglio,Noriglio,993,1,0,0,1,0,1,1,0,0,0,sektor-c-heidi-e-il-contadino,forza-italia,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c+,22,1111,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,buon-anno-1996,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6a+,17,1112,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,diapason,1.0,technical,1.0,vertical
6a+,17,1126,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,lucrezia,1.0,technical,1.0,vertical
6a,16,1127,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,compagni-di-merengue,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a,16,1128,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,il-buco-nero,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6b,18,1129,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,piedi-di-balsa,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
7c,27,1130,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,strukka-strukka,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
7b,25,1131,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,cambio-dangolo,0.5,"athletic, cruxy",0.5,"overhang, vertical"
7b,25,1132,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,babi-brentegani,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6b,18,1133,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,piccola-peste,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6b+,19,1136,noriglio,Noriglio,1136,1,0,0,1,0,1,1,0,0,0,la-distilleria,40-gradi,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6b+,19,1137,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,introverso,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6b+,19,1138,noriglio,Noriglio,991,1,0,0,1,0,0,1,0,1,0,merespitz,antibiotic,0.5,"athletic, cruxy",0.5,"overhang, vertical"
6c,21,1139,noriglio,Noriglio,994,1,0,0,1,0,1,1,0,0,0,casa-al-sole,convivenza,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
6c,21,1140,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,pensieri-pericolosie,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a+,17,1145,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,trovatello,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
7c,27,1146,noriglio,Noriglio,1146,1,0,0,1,0,1,1,0,0,0,la-grotta,senza-nome-a-sn-di-inox-aeternum,0.3333333333333333,"athletic, cruxy, technical",0.6,vertical
7c,27,1147,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,senza-nome,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6b+,19,1148,noriglio,Noriglio,998,0,0,0,0,0,1,1,0,0,0,settore-c,ultimo-tango,1.0,technical,1.0,vertical
5c,14,1149,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,betti,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6a,16,1150,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,sofia,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6c,21,1151,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,aladin,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
6c+,22,1152,noriglio,Noriglio,999,1,0,0,1,0,1,0,0,0,1,unknown-sector-ec821,catwoman,0.3333333333333333,"athletic, cruxy, technical",1.0,roof
7a,23,2230,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,bastard-chef,1.0,cruxy,0.5414585414585414,vertical
7a+,24,2231,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,primaloft,0.524,cruxy,0.5414585414585414,vertical
6a+,17,2232,finale-ampola,Finale Ampola,2232,0,1,0,0,0,0,1,0,0,0,sektor-principal,balena-arenata,1.0,endurance,1.0,vertical
6c+,22,2233,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,john-beer,0.524,cruxy,0.5414585414585414,vertical
6b,18,2234,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,1,0,unknown-sector-79fea,i-sogni-di-marco,1.0,cruxy,0.5,"overhang, vertical"
5c,14,2235,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,diedro-rosy,0.524,cruxy,0.5414585414585414,vertical
6b+,19,2236,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,el-galinazo,0.524,cruxy,0.5414585414585414,vertical
5c,14,2237,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,gran-diedro,0.524,cruxy,0.5414585414585414,vertical
6c,21,2238,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,1,0,unknown-sector-79fea,n-n,1.0,cruxy,0.5,"overhang, vertical"
6c,21,2239,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,vacca-di-dio,0.524,cruxy,0.5414585414585414,vertical
7b,25,2240,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,0,0,0,1,settore-a,ciccio-pasticcio,0.833,cruxy,0.667,roof
6c,21,2241,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,sesso-orale,0.4995004995004994,cruxy,0.8,vertical
6a+,17,2242,finale-ampola,Finale Ampola,2230,0,0,1,0,0,1,1,1,0,0,settore-a,yellowstone,0.5,"crimpy, technical",0.5,"slab, vertical"
5c,14,2243,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,le-fratture-del-pizzo,0.524,cruxy,1.0,vertical
6a+,17,2244,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,45degree-parallelo,0.524,cruxy,1.0,vertical
5b,12,2245,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,la-conquista,0.524,cruxy,0.5414585414585414,vertical
6c,21,2246,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,sangue-e-sudore,0.524,cruxy,0.5414585414585414,vertical
7a,23,2247,finale-ampola,Finale Ampola,2230,0,1,0,0,1,0,1,0,0,0,settore-a,supertrump,0.5,"endurance, sloper",1.0,vertical
7a,23,2248,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,0,0,1,0,unknown-sector-79fea,super-tramp,1.0,cruxy,1.0,overhang
5c,14,2249,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,el-sas-del-ghibel,0.524,cruxy,0.5414585414585414,vertical
6b+,19,2250,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,1,0,settore-a,only-limestone,1.0,cruxy,0.5,"overhang, vertical"
6c,21,2251,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,il-babbeo,0.524,cruxy,0.5414585414585414,vertical
5b,12,2252,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,lo-spigolo,0.524,cruxy,0.5414585414585414,vertical
5c,14,2253,finale-ampola,Finale Ampola,2234,0,0,0,1,0,0,1,0,0,0,unknown-sector-79fea,la-conquista-di-zeno,1.0,cruxy,1.0,vertical
5c,14,2254,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,lo-spit-nel-muschio,0.524,cruxy,1.0,vertical
5c,14,2255,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,1,0,0,0,settore-a,il-soffiatore,0.524,cruxy,0.5414585414585414,vertical
6c,21,2256,finale-ampola,Finale Ampola,2230,0,0,0,1,0,0,0,0,1,0,settore-a,capra-zoppa,1.0,cruxy,1.0,overhang
