difficulty,gradeIndex,route_id,cragSlug,cragName,sector_id,athletic,endurance,crimpy,cruxy,sloper,technical,vertical,slab,overhang,roof,sectorSlug,zlaggableSlug,max_style,style,max_steepness,steepness
5a,11,11357,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,without-name,0.327,technical,0.649,vertical
8a+,30,11358,nago,Nago,11358,0,0,1,1,0,0,0,0,1,0,b-mangusta,ssoul,0.2832832832832833,"crimpy, cruxy",0.6409999999999999,overhang
6a+,17,11359,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,ce-qualcosa-che-non-va,0.318,crimpy,0.6920000000000001,vertical
7b+,26,11360,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,lotus,0.318,crimpy,0.6920000000000001,vertical
6a+,17,11361,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,parampompoli,0.327,technical,0.649,vertical
7c+,28,11362,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,mac-becht-variante-l,0.327,technical,0.649,vertical
4c,9,11363,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen-18,0.327,technical,0.649,vertical
4c,9,11364,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen-route-19,0.327,technical,0.649,vertical
8a,29,11365,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-destra,0.327,technical,0.649,vertical
7c,27,11366,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,jeffreys-owl,0.327,technical,0.649,vertical
7c+,28,11367,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,winston-line,0.327,technical,0.649,vertical
6c,21,11368,nago,Nago,11368,0,0,1,0,0,0,1,0,0,0,ciclopi,pio-alberto-trivulzo,0.2612612612612613,crimpy,0.5624375624375625,vertical
6c,21,11369,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,pio-alberto-trivuizio,0.327,technical,0.649,vertical
7c+,28,11370,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,random-play,0.327,technical,0.649,vertical
7a+,24,11371,nago,Nago,11371,0,0,1,0,0,0,1,0,0,0,tasso,rosencrantz,0.2612612612612613,crimpy,0.5624375624375625,vertical
7c,27,11372,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,mcbeath,0.327,technical,0.649,vertical
6c,21,11373,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,alvaraez,0.327,technical,0.649,vertical
8b,31,11374,nago,Nago,11358,0,0,1,1,0,0,0,0,1,0,b-mangusta,fred-flinstone,0.2832832832832833,"crimpy, cruxy",0.6409999999999999,overhang
7a+,24,11375,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,dom-dre,0.327,technical,0.649,vertical
6c+,22,11376,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-squilibr,0.327,technical,0.649,vertical
7c+,28,11377,nago,Nago,11343,0,0,1,1,0,1,1,1,1,0,unknown-sector-3754c,centenario,0.3333333333333333,"crimpy, cruxy, technical",0.3333333333333333,"overhang, slab, vertical"
7b,25,11378,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,linea-obliqua,0.327,technical,0.649,vertical
8a+,30,11379,nago,Nago,11379,0,0,1,0,0,0,1,0,0,0,new,no-name-yet,0.2612612612612613,crimpy,0.5624375624375625,vertical
8a+,30,11380,nago,Nago,11379,0,0,1,0,0,0,1,0,0,0,new,no-name-yet-2,0.2612612612612613,crimpy,0.5624375624375625,vertical
5b,12,11381,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,la-placca-sl1,0.327,technical,0.649,vertical
7b+,26,11382,nago,Nago,11359,0,1,0,0,0,0,1,1,0,0,h-i-ciclopi,odyssey,1.0,endurance,0.5,"slab, vertical"
6b,18,11383,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,unknown-route-4504e,0.327,technical,0.649,vertical
7b+,26,11384,nago,Nago,11384,0,0,0,1,0,0,1,0,0,0,basso,dee-e-socia,1.0,cruxy,1.0,vertical
7b,25,11385,nago,Nago,11344,0,0,0,0,0,1,1,0,0,0,e-centrale-spleen,eh-mersh,0.667,technical,0.5820000000000001,vertical
7a,23,11386,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,mammalucco,0.35600000000000004,endurance,1.0,vertical
7a,23,11387,nago,Nago,11344,0,0,0,0,0,1,0,1,0,0,e-centrale-spleen,esuli-lontani,1.0,technical,1.0,slab
6b+,19,11388,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,nibbio,0.5,endurance,1.0,vertical
7c,27,11389,nago,Nago,11358,0,1,0,1,0,0,0,0,1,0,b-mangusta,der-sonne-entgegen,0.5,"endurance, cruxy",1.0,overhang
6b+,19,11390,nago,Nago,11343,0,1,0,0,0,0,1,0,0,0,unknown-sector-3754c,sbargek,0.667,endurance,1.0,vertical
8c+,34,11391,nago,Nago,11352,0,0,1,0,0,0,0,0,1,0,c-bucking-broncos,bucking-bronco,0.5,crimpy,0.667,overhang
6a,16,11392,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,zuppa-zuppa,0.327,technical,0.649,vertical
7c,27,11393,nago,Nago,11344,0,0,1,0,0,0,0,0,1,0,e-centrale-spleen,boulevard,1.0,crimpy,1.0,overhang
7b,25,11394,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,agave,0.6,technical,1.0,slab
7a,23,11395,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,genesi,0.35600000000000004,endurance,0.5820000000000001,vertical
8a,29,11396,nago,Nago,11358,0,0,1,1,0,0,1,0,0,0,b-mangusta,moustache-corner,0.5,"crimpy, cruxy",1.0,vertical
5c,14,11397,nago,Nago,11359,0,0,0,0,0,1,1,0,0,0,h-i-ciclopi,little-crack,1.0,technical,0.6920000000000001,vertical
4a,6,11398,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,ugo-paciugo,0.318,crimpy,0.6920000000000001,vertical
5b,12,11399,nago,Nago,11342,0,0,0,0,0,1,1,0,0,0,d-la-mandria,alcor,1.0,technical,1.0,vertical
6b+,19,11400,nago,Nago,11342,0,1,0,0,0,0,1,0,0,0,d-la-mandria,lo-sconosciuto,0.3,endurance,0.7772227772227771,vertical
8c,33,11401,nago,Nago,11358,0,0,0,1,0,0,0,0,1,0,b-mangusta,warbeast,1.0,cruxy,1.0,overhang
8a,29,11402,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,rechts-v-moustache-corner,0.327,technical,0.649,vertical
6b,18,11403,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,buttress,0.327,technical,0.649,vertical
4b,7,11404,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,sektor-b-nr-1,0.327,technical,0.649,vertical
5a,11,11405,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,sektor-b-nr-2,0.327,technical,0.649,vertical
7a,23,11406,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,bastiamola-li,0.327,technical,0.649,vertical
3a,3,11407,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,grillo-parlante,0.327,technical,0.649,vertical
3a,3,11408,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,gatto-e-la-volpe,0.327,technical,0.649,vertical
3a,3,11409,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,pinocchio,0.327,technical,0.649,vertical
3a,3,11410,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,geppetto,0.327,technical,0.649,vertical
4b,7,11411,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,colonel-hathis,0.327,technical,0.649,vertical
4c,9,11412,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,jolly-roger,0.327,technical,0.649,vertical
5c,14,11413,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,no-name-6-in-topo,0.327,technical,0.649,vertical
6a+,17,11414,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,no-name-2-in-topo,0.327,technical,0.649,vertical
5c,14,11415,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,troppo-buoni-con-le-donne,0.35600000000000004,endurance,0.5820000000000001,vertical
6b+,19,11416,nago,Nago,11416,0,0,0,0,0,1,1,0,0,0,a-settore-basso,phantom,0.28300000000000003,technical,0.5790000000000001,vertical
6c,21,11417,nago,Nago,11343,0,0,1,0,0,0,1,0,0,0,unknown-sector-3754c,pio-albergo-trivulzio,1.0,crimpy,1.0,vertical
7a+,24,11418,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,grisu,0.35600000000000004,endurance,0.5820000000000001,vertical
6a+,17,11419,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,medea,0.6,technical,0.5,slab
6a,16,11420,nago,Nago,11342,0,1,0,0,0,0,1,0,0,0,d-la-mandria,visigoti,0.3,endurance,0.7772227772227771,vertical
7b,25,11421,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,nausica,0.4285714285714286,crimpy,0.667,vertical
7a+,24,11422,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,prometeus,0.5,crimpy,1.0,vertical
6c,21,11423,nago,Nago,11423,0,0,1,0,0,0,0,0,1,0,f-spleen,il-generale,1.0,crimpy,0.6,overhang
7c,27,11424,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,good-morning-patagonia,0.327,technical,1.0,vertical
5a,11,11425,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,facile,0.35600000000000004,endurance,0.75,vertical
7a,23,11426,nago,Nago,11359,0,1,0,1,0,0,1,0,0,0,h-i-ciclopi,cyclops,0.4,"endurance, cruxy",1.0,vertical
6b+,19,11427,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,elena,0.6,technical,0.5,slab
6b,18,11428,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,lago,0.6,technical,0.5,slab
7b+,26,11429,nago,Nago,11344,0,1,1,0,0,0,1,0,0,0,e-centrale-spleen,per-sempre-mary,0.5,"endurance, crimpy",1.0,vertical
7a,23,11430,nago,Nago,11394,0,0,1,0,0,1,0,0,1,0,g-il-tasso,gonnerilla,0.5,"crimpy, technical",1.0,overhang
7a+,24,11431,nago,Nago,11344,0,1,0,0,0,0,0,1,0,0,e-centrale-spleen,uligani-dangereux,1.0,endurance,1.0,slab
8a+,30,11432,nago,Nago,11432,0,1,1,0,0,1,1,0,0,0,massi,spigolo-dritto,0.3333333333333333,"endurance, crimpy, technical",1.0,vertical
6a,16,11433,nago,Nago,11342,0,0,0,1,0,0,1,0,0,0,d-la-mandria,enzo-molinari,1.0,cruxy,0.7772227772227771,vertical
6a,16,11434,nago,Nago,11342,0,1,0,0,0,0,1,0,0,0,d-la-mandria,bali,0.3,endurance,0.7772227772227771,vertical
6a,16,11435,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,good-bye-stringer,0.327,technical,0.649,vertical
7a+,24,11436,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,dalle-stalle-alle-stelle,0.327,technical,0.649,vertical
8a,29,11437,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-mangusta,0.327,technical,0.649,vertical
8a+,30,11438,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-mangusta-diritto,0.327,technical,0.649,vertical
6a,16,11439,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,zlu,0.327,technical,0.649,vertical
5b,12,11440,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,lorenzo,0.327,technical,0.649,vertical
4c,9,11441,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nago-19,0.327,technical,0.649,vertical
8a+,30,11442,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,s-n,0.327,technical,0.649,vertical
4c,9,11443,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nago-18,0.327,technical,0.649,vertical
8a,29,11444,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-diretta,0.327,technical,0.649,vertical
4c,9,11445,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen-route-18,0.327,technical,0.649,vertical
6a,16,11446,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nago-12-1st-left-of-vougue,0.327,technical,0.649,vertical
7c+,28,11447,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-dx,0.327,technical,0.649,vertical
4c,9,11448,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen-19,0.327,technical,0.649,vertical
4b,7,11449,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen-21,0.327,technical,0.649,vertical
4b,7,11450,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen-route-21,0.327,technical,0.649,vertical
6b,18,11451,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,vai-avanti-tu,0.327,technical,0.649,vertical
7a+,24,11452,nago,Nago,11452,0,0,1,0,0,0,1,0,0,0,masso-dx,sensa-nome,0.2612612612612613,crimpy,0.5624375624375625,vertical
5c,14,11453,nago,Nago,11453,0,0,1,0,0,0,1,0,0,0,sektor-c,night-fly,0.2612612612612613,crimpy,0.5624375624375625,vertical
7a+,24,11454,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,iacis,0.327,technical,0.649,vertical
7a,23,11455,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,franz-und-andrea,0.318,crimpy,0.6920000000000001,vertical
7c,27,11456,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,spigolo-sx,0.327,technical,0.649,vertical
6a,16,11457,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nightfly,0.327,technical,0.649,vertical
6c,21,11458,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,route-10-no-name,0.327,technical,0.649,vertical
6b,18,11459,nago,Nago,11342,0,0,0,0,0,1,0,1,0,0,d-la-mandria,la-placca-plus,1.0,technical,1.0,slab
6c+,22,11460,nago,Nago,11359,0,0,1,0,0,0,1,0,0,0,h-i-ciclopi,patience-dans-l-azur,0.318,crimpy,0.6920000000000001,vertical
6c,21,11461,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,in-memoriam-kurt-albert,0.327,technical,0.649,vertical
6c+,22,11462,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,la-nonna-va-in-australia,0.327,technical,0.649,vertical
6b+,19,11463,nago,Nago,11463,0,0,1,0,0,0,1,0,0,0,il-tasso,iago,0.2612612612612613,crimpy,0.5624375624375625,vertical
7a+,24,11464,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,asia,0.327,technical,0.649,vertical
6b,18,11465,nago,Nago,11343,0,0,0,0,0,1,0,1,0,0,unknown-sector-3754c,la-catena-di-david,1.0,technical,0.667,slab
8a,29,11466,nago,Nago,11343,0,0,1,0,0,1,1,0,0,0,unknown-sector-3754c,zoe,0.2857142857142857,"crimpy, technical",0.6,vertical
5c,14,11467,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,n-n-3,0.327,technical,0.649,vertical
5b,12,11468,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,marty,0.327,technical,0.649,vertical
7b+,26,11469,nago,Nago,11469,0,0,0,0,0,1,1,0,0,0,canyon,io-sto-a-sinistra,0.5,technical,1.0,vertical
6a+,17,11472,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,unknown-route,0.327,technical,0.649,vertical
6a+,17,11475,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,dont-know-name,0.327,technical,0.649,vertical
5c,14,11476,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,swani-il-bullo,0.35600000000000004,endurance,1.0,vertical
6c+,22,11477,nago,Nago,11344,0,0,0,0,0,1,1,0,0,0,e-centrale-spleen,lupo-alberto,0.667,technical,0.5820000000000001,vertical
5c,14,11478,nago,Nago,11344,0,1,0,0,0,0,1,1,0,0,e-centrale-spleen,nillo-il-bello,1.0,endurance,0.5,"slab, vertical"
6b+,19,11479,nago,Nago,11423,1,1,0,0,0,0,0,0,1,0,f-spleen,alvarez,0.5,"athletic, endurance",0.75,overhang
7a+,24,11480,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,king-lear,0.6,technical,1.0,slab
7c,27,11481,nago,Nago,11359,1,0,1,0,0,0,1,0,0,0,h-i-ciclopi,mac-becht,0.5,"athletic, crimpy",1.0,vertical
6b+,19,11482,nago,Nago,11416,0,0,0,0,0,1,0,0,1,0,a-settore-basso,panorama,0.28300000000000003,technical,1.0,overhang
5b,12,11483,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,cif,0.35600000000000004,endurance,1.0,vertical
7a,23,11484,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,tasmania,0.35600000000000004,endurance,0.5820000000000001,vertical
5c,14,11485,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,ragionier-filini,0.35600000000000004,endurance,0.5820000000000001,vertical
6b+,19,11486,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,guildenstern,0.6,technical,0.5,slab
6b,18,11487,nago,Nago,11344,0,1,0,0,0,0,0,1,0,0,e-centrale-spleen,coda-di-porco,0.35600000000000004,endurance,1.0,slab
5b,12,11488,nago,Nago,11423,0,0,1,0,0,0,0,0,1,0,f-spleen,patti-sassi,0.3326673326673327,crimpy,0.6,overhang
7b,25,11489,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,lunatica,0.35600000000000004,endurance,1.0,vertical
6a+,17,11490,nago,Nago,11342,0,1,0,0,0,0,1,0,0,0,d-la-mandria,jeffo,0.3,endurance,0.7772227772227771,vertical
5c,14,11491,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,night-fly,0.35600000000000004,endurance,0.5820000000000001,vertical
6a+,17,11492,nago,Nago,11423,0,0,1,0,0,0,0,0,1,0,f-spleen,firminik,0.3326673326673327,crimpy,0.6,overhang
7b,25,11493,nago,Nago,11344,0,0,0,0,0,1,1,0,0,0,e-centrale-spleen,culo-dritto,1.0,technical,1.0,vertical
6a+,17,11505,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,lillilla,0.327,technical,0.649,vertical
5b,12,11506,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nr-d,0.327,technical,0.649,vertical
7b+,26,11507,nago,Nago,11452,0,0,1,0,0,0,1,0,0,0,masso-dx,senza-nome,0.2612612612612613,crimpy,0.5624375624375625,vertical
6b,18,11508,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ohne-namen,0.327,technical,0.649,vertical
8a+,30,11509,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,noname,0.327,technical,0.649,vertical
7a+,24,11510,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,block-bucking-bronco,0.327,technical,0.649,vertical
6a,16,11511,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,e-pur-si-mueve,0.327,technical,0.649,vertical
4c,9,11515,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,shir-khan,0.327,technical,0.649,vertical
5a,11,11516,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,rechts-von-6-in-topo,0.327,technical,0.649,vertical
6a+,17,11517,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,sector-a-verschneidung,0.327,technical,0.649,vertical
7b,25,11518,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,vargo,0.327,technical,0.649,vertical
4a,6,11519,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nr-15-sector-a-nago,0.327,technical,0.649,vertical
6b,18,11520,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,levo-od-cohelet,0.327,technical,0.649,vertical
3a,3,11521,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,tony-telefonista-l1,0.327,technical,0.649,vertical
5a,11,11522,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,tony-telefonista-l3,0.327,technical,0.649,vertical
6b,18,11523,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,desno-od-6c+,0.327,technical,0.649,vertical
5a,11,11524,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,tony-telefonista-l2,0.327,technical,0.649,vertical
3a,3,11525,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,tony-telefonista-l4,0.327,technical,0.649,vertical
6b,18,11526,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,brubaker,0.327,technical,0.649,vertical
7b+,26,11527,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,soli-nel-vento,0.327,technical,0.649,vertical
6a,16,11528,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,zucchina-trafelata,0.327,technical,0.649,vertical
4a,6,11529,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nr-15-sector-a-in-guide,0.327,technical,0.649,vertical
6c,21,11530,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,sector-c,0.327,technical,0.649,vertical
5b,12,11531,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,bo,0.327,technical,0.649,vertical
6a,16,11532,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,2-in-topo,0.327,technical,0.649,vertical
7a,23,11533,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,zydowska-nazwa,0.327,technical,0.649,vertical
5c,14,11534,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,nr-2-in-topo,0.327,technical,0.649,vertical
8a+,30,11535,nago,Nago,11358,1,0,1,0,0,0,0,0,1,0,b-mangusta,black-tooth-grin,0.333,"athletic, crimpy",1.0,overhang
7a,23,11536,nago,Nago,11344,0,0,1,0,0,0,1,0,0,0,e-centrale-spleen,i-soliti-ignoti,0.75,crimpy,1.0,vertical
5c,14,11537,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,super-tramp,0.35600000000000004,endurance,0.5820000000000001,vertical
6a+,17,11538,nago,Nago,11342,0,1,0,1,0,0,1,0,0,0,d-la-mandria,gobazio,0.5,"endurance, cruxy",1.0,vertical
6a+,17,11539,nago,Nago,11344,0,1,1,0,0,0,1,0,0,0,e-centrale-spleen,equinox,0.5,"endurance, crimpy",1.0,vertical
6b+,19,11540,nago,Nago,11342,0,1,0,0,0,0,1,0,0,0,d-la-mandria,cato-zulu,0.3,endurance,1.0,vertical
6c,21,11541,nago,Nago,11416,0,0,0,0,1,0,1,0,0,0,a-settore-basso,fuori-orario,0.4285714285714286,sloper,1.0,vertical
6c+,22,11542,nago,Nago,11344,1,0,0,1,0,1,1,0,0,0,e-centrale-spleen,nevermore,0.3333333333333333,"athletic, cruxy, technical",0.5,vertical
7a+,24,11543,nago,Nago,11344,0,1,0,0,0,0,1,1,0,0,e-centrale-spleen,iceberg,0.5,endurance,0.5,"slab, vertical"
7a+,24,11544,nago,Nago,11394,0,0,0,0,0,1,1,0,0,0,g-il-tasso,rosencrantz,0.667,technical,0.6,vertical
6b,18,11545,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,cordelia,0.6,technical,0.5,slab
6c,21,11546,nago,Nago,11394,0,0,0,0,0,1,0,1,0,0,g-il-tasso,regana,0.6,technical,0.5,slab
6a,16,11547,nago,Nago,11416,0,0,0,0,0,1,1,0,0,0,a-settore-basso,nuvola-rossa,0.28300000000000003,technical,0.5790000000000001,vertical
6b+,19,11548,nago,Nago,11423,0,0,0,0,0,1,1,0,0,0,f-spleen,il-fachiro,1.0,technical,1.0,vertical
6a,16,11549,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,ce-qualcosa,0.327,technical,0.649,vertical
6b,18,11550,nago,Nago,11343,0,0,0,0,0,1,1,0,0,0,unknown-sector-3754c,la-placca,0.327,technical,1.0,vertical
6c,21,11551,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,crisalide,1.0,endurance,0.5820000000000001,vertical
5b,12,11552,nago,Nago,11416,0,0,0,0,0,1,0,0,0,1,a-settore-basso,il-calabrone,1.0,technical,1.0,roof
5c,14,11553,nago,Nago,11344,0,1,0,0,0,0,1,0,0,0,e-centrale-spleen,mega-direttore,0.35600000000000004,endurance,1.0,vertical
6b+,19,11554,nago,Nago,11344,0,1,0,0,0,0,0,0,0,1,e-centrale-spleen,cohelet,0.667,endurance,1.0,roof
7a+,24,11555,nago,Nago,11416,0,0,0,1,0,0,1,0,0,0,a-settore-basso,kira,0.333,cruxy,0.75,vertical
6a,16,11556,nago,Nago,11342,0,0,1,0,0,0,1,0,0,0,d-la-mandria,la-mandria,0.6,crimpy,1.0,vertical
7a+,24,11557,nago,Nago,11344,0,1,0,0,0,1,1,0,0,0,e-centrale-spleen,titanic,0.3333333333333333,"endurance, technical",0.667,vertical
6a,16,11558,nago,Nago,11342,0,1,0,0,0,0,1,0,0,0,d-la-mandria,mario-polenta,0.375,endurance,0.5710000000000001,vertical
6a+,17,11559,nago,Nago,11416,0,1,0,0,0,0,0,0,1,0,a-settore-basso,ruggero-lo-perfido,1.0,endurance,0.6663336663336663,overhang
7a+,24,11560,nago,Nago,11358,1,0,0,0,0,0,0,0,1,0,b-mangusta,california-91,0.467,athletic,1.0,overhang
7b,25,11561,nago,Nago,11416,0,0,0,1,0,0,1,0,0,0,a-settore-basso,mario-lo-sa,0.4444444444444445,cruxy,1.0,vertical
6a+,17,11562,nago,Nago,11344,0,0,1,0,0,0,1,0,0,0,e-centrale-spleen,spleen-dda0c,1.0,crimpy,1.0,vertical
